alter,bewohnertyp,absolute zahlen,"vertrauens-intervall : 
± (in %)",anteil in %,"vertrauens-
intervall : 
± (in %-pkte)",datenqualität,time_period,source_sheet,sheet_type
77,Total,2695.0,4.0,100.0,,,2020,SE2020,bewohnertyp
78,Mieter oder Genossenschafter,976.0,6.7,39.4,2.0,,2020,SE2020,bewohnertyp
78,Eigentümer,1436.0,5.5,56.1,2.1,,2020,SE2020,bewohnertyp
78,Andere Situation2),114.0,19.7,4.6,0.9,,2020,SE2020,bewohnertyp
78,Total,2526.0,4.1,100.0,,,2020,SE2020,bewohnertyp
79,Mieter oder Genossenschafter,918.0,6.9,41.4,2.2,,2020,SE2020,bewohnertyp
79,Eigentümer,1176.0,6.1,53.3,2.2,,2020,SE2020,bewohnertyp
79,Andere Situation2),113.0,19.6,5.3,1.0,,2020,SE2020,bewohnertyp
79,Total,2207.0,4.4,100.0,,,2020,SE2020,bewohnertyp
80,Mieter oder Genossenschafter,877.0,7.1,42.8,2.3,,2020,SE2020,bewohnertyp
80,Eigentümer,1048.0,6.4,51.4,2.3,,2020,SE2020,bewohnertyp
80,Andere Situation2),114.0,19.5,5.8,1.1,,2020,SE2020,bewohnertyp
80,Total,2039.0,4.6,100.0,,,2020,SE2020,bewohnertyp
81,Mieter oder Genossenschafter,809.0,7.3,41.8,2.3,,2020,SE2020,bewohnertyp
81,Eigentümer,1016.0,6.5,53.2,2.4,,2020,SE2020,bewohnertyp
81,Andere Situation2),95.0,21.6,5.1,1.1,,2020,SE2020,bewohnertyp
81,Total,1920.0,4.7,100.0,,,2020,SE2020,bewohnertyp
82,Mieter oder Genossenschafter,752.0,7.6,43.2,2.5,,2020,SE2020,bewohnertyp
82,Eigentümer,884.0,7.0,50.1,2.5,,2020,SE2020,bewohnertyp
82,Andere Situation2),114.0,19.8,6.6,1.3,,2020,SE2020,bewohnertyp
82,Total,1750.0,5.0,100.0,,,2020,SE2020,bewohnertyp
83,Mieter oder Genossenschafter,722.0,7.8,46.5,2.7,,2020,SE2020,bewohnertyp
83,Eigentümer,746.0,7.7,46.9,2.7,,2020,SE2020,bewohnertyp
83,Andere Situation2),98.0,21.8,6.6,1.4,,2020,SE2020,bewohnertyp
83,Total,1566.0,5.3,100.0,,,2020,SE2020,bewohnertyp
84,Mieter oder Genossenschafter,633.0,8.3,46.0,2.8,,2020,SE2020,bewohnertyp
84,Eigentümer,655.0,8.2,47.4,2.8,,2020,SE2020,bewohnertyp
84,Andere Situation2),86.0,23.8,6.6,1.5,,2020,SE2020,bewohnertyp
84,Total,1374.0,5.7,100.0,,,2020,SE2020,bewohnertyp
85,Mieter oder Genossenschafter,566.0,8.8,43.8,2.9,,2020,SE2020,bewohnertyp
85,Eigentümer,644.0,8.3,49.7,2.9,,2020,SE2020,bewohnertyp
85,Andere Situation2),87.0,22.2,6.5,1.4,,2020,SE2020,bewohnertyp
85,Total,1297.0,5.8,100.0,,,2020,SE2020,bewohnertyp
86,Mieter oder Genossenschafter,521.0,9.2,46.8,3.1,,2020,SE2020,bewohnertyp
86,Eigentümer,508.0,9.3,45.2,3.1,,2020,SE2020,bewohnertyp
86,Andere Situation2),87.0,23.1,8.0,1.8,,2020,SE2020,bewohnertyp
86,Total,1116.0,6.3,100.0,,,2020,SE2020,bewohnertyp
87,Mieter oder Genossenschafter,456.0,9.9,45.5,3.3,,2020,SE2020,bewohnertyp
87,Eigentümer,456.0,9.8,46.6,3.3,,2020,SE2020,bewohnertyp
87,Andere Situation2),78.0,23.9,7.8,1.8,,2020,SE2020,bewohnertyp
87,Total,990.0,6.7,100.0,,,2020,SE2020,bewohnertyp
88,Mieter oder Genossenschafter,425.0,10.3,50.5,3.6,,2020,SE2020,bewohnertyp
88,Eigentümer,356.0,11.1,41.6,3.5,,2020,SE2020,bewohnertyp
88,Andere Situation2),68.0,25.4,7.9,1.9,,2020,SE2020,bewohnertyp
88,Total,849.0,7.2,100.0,,,2020,SE2020,bewohnertyp
89,Mieter oder Genossenschafter,340.0,11.3,47.6,3.9,,2020,SE2020,bewohnertyp
89,Eigentümer,298.0,12.4,42.0,3.9,,2020,SE2020,bewohnertyp
89,Andere Situation2),75.0,24.0,10.3,2.4,,2020,SE2020,bewohnertyp
89,Total,713.0,7.9,100.0,,,2020,SE2020,bewohnertyp
90,Mieter oder Genossenschafter,285.0,12.4,48.3,4.5,,2020,SE2020,bewohnertyp
90,Eigentümer,241.0,14.4,42.0,4.5,,2020,SE2020,bewohnertyp
90,Andere Situation2),53.0,28.7,9.7,2.6,,2020,SE2020,bewohnertyp
90,Total,579.0,9.0,100.0,,,2020,SE2020,bewohnertyp
91,Mieter oder Genossenschafter,192.0,15.0,43.9,5.1,,2020,SE2020,bewohnertyp
91,Eigentümer,187.0,15.7,45.1,5.1,,2020,SE2020,bewohnertyp
91,Andere Situation2),48.0,30.8,11.0,3.2,*****,2020,SE2020,bewohnertyp
91,Total,427.0,10.2,100.0,,,2020,SE2020,bewohnertyp
92,Mieter oder Genossenschafter,171.0,16.1,47.2,5.6,,2020,SE2020,bewohnertyp
92,Eigentümer,141.0,17.7,42.2,5.6,,2020,SE2020,bewohnertyp
92,Andere Situation2),33.0,36.7,10.7,3.7,*****,2020,SE2020,bewohnertyp
92,Total,345.0,11.3,100.0,,,2020,SE2020,bewohnertyp
93,Mieter oder Genossenschafter,111.0,20.0,43.5,6.6,,2020,SE2020,bewohnertyp
93,Eigentümer,111.0,19.8,44.4,6.7,,2020,SE2020,bewohnertyp
93,Andere Situation2),27.0,43.3,12.1,4.9,*****,2020,SE2020,bewohnertyp
93,Total,249.0,13.4,100.0,,,2020,SE2020,bewohnertyp
94,Mieter oder Genossenschafter,79.0,23.4,46.8,8.1,,2020,SE2020,bewohnertyp
94,Eigentümer,62.0,26.3,36.2,7.7,,2020,SE2020,bewohnertyp
94,Andere Situation2),26.0,44.5,17.1,6.8,*****,2020,SE2020,bewohnertyp
94,Total,167.0,16.4,100.0,,,2020,SE2020,bewohnertyp
95,Mieter oder Genossenschafter,47.0,30.8,38.7,9.3,*****,2020,SE2020,bewohnertyp
95,Eigentümer,57.0,27.4,45.3,9.5,,2020,SE2020,bewohnertyp
95,Andere Situation2),16.0,52.8,16.0,7.6,*****,2020,SE2020,bewohnertyp
95,Total,120.0,19.2,100.0,,,2020,SE2020,bewohnertyp
96,Mieter oder Genossenschafter,38.0,33.7,44.4,11.4,*****,2020,SE2020,bewohnertyp
96,Eigentümer,30.0,38.2,38.0,11.3,*****,2020,SE2020,bewohnertyp
96,Andere Situation2),13.0,57.3,17.5,9.1,*****,2020,SE2020,bewohnertyp
96,Total,81.0,23.2,100.0,,,2020,SE2020,bewohnertyp
97,Mieter oder Genossenschafter,31.0,37.5,60.5,14.0,*****,2020,SE2020,bewohnertyp
97,Eigentümer,15.0,53.1,27.0,12.5,*****,2020,SE2020,bewohnertyp
97,Andere Situation2),6.0,83.6,12.5,9.7,*****,2020,SE2020,bewohnertyp
97,Total,52.0,28.8,100.0,,,2020,SE2020,bewohnertyp
98,Mieter oder Genossenschafter,18.0,48.5,44.0,16.3,*****,2020,SE2020,bewohnertyp
98,Eigentümer,14.0,56.4,35.7,16.0,*****,2020,SE2020,bewohnertyp
98,Andere Situation2),8.0,75.5,20.3,13.6,*****,2020,SE2020,bewohnertyp
98,Total,40.0,33.1,100.0,,*****,2020,SE2020,bewohnertyp
99,Mieter oder Genossenschafter,13.0,57.6,57.2,20.8,*****,2020,SE2020,bewohnertyp
99,Eigentümer,5.0,87.9,16.6,13.8,*****,2020,SE2020,bewohnertyp
99,Andere Situation2),6.0,85.7,26.3,19.1,*****,2020,SE2020,bewohnertyp
99,Total,24.0,42.4,100.0,,*****,2020,SE2020,bewohnertyp
15,Mieter oder Genossenschafter,1186.0,6.5,43.9,2.1,,2019,SE2019,bewohnertyp
15,Eigentümer,1406.0,5.6,49.6,2.1,,2019,SE2019,bewohnertyp
15,Andere Situation2),181.0,16.0,6.5,1.0,,2019,SE2019,bewohnertyp
15,Total,2773.0,4.1,100.0,,,2019,SE2019,bewohnertyp
16,Mieter oder Genossenschafter,1145.0,6.5,44.8,2.1,,2019,SE2019,bewohnertyp
16,Eigentümer,1274.0,5.8,48.3,2.1,,2019,SE2019,bewohnertyp
16,Andere Situation2),177.0,16.1,6.9,1.1,,2019,SE2019,bewohnertyp
16,Total,2596.0,4.2,100.0,,,2019,SE2019,bewohnertyp
17,Mieter oder Genossenschafter,1120.0,6.6,41.9,2.1,,2019,SE2019,bewohnertyp
17,Eigentümer,1398.0,5.6,50.6,2.1,,2019,SE2019,bewohnertyp
17,Andere Situation2),211.0,15.5,7.6,1.1,,2019,SE2019,bewohnertyp
17,Total,2729.0,4.1,100.0,,,2019,SE2019,bewohnertyp
18,Mieter oder Genossenschafter,1008.0,7.0,39.7,2.1,,2019,SE2019,bewohnertyp
18,Eigentümer,1302.0,5.8,49.8,2.1,,2019,SE2019,bewohnertyp
18,Andere Situation2),283.0,12.7,10.4,1.3,,2019,SE2019,bewohnertyp
18,Total,2593.0,4.2,100.0,,,2019,SE2019,bewohnertyp
19,Mieter oder Genossenschafter,1119.0,6.7,43.6,2.1,,2019,SE2019,bewohnertyp
19,Eigentümer,1199.0,6.1,45.4,2.1,,2019,SE2019,bewohnertyp
19,Andere Situation2),298.0,12.5,11.0,1.3,,2019,SE2019,bewohnertyp
19,Total,2616.0,4.3,100.0,,,2019,SE2019,bewohnertyp
20,Mieter oder Genossenschafter,1091.0,6.7,42.2,2.1,,2019,SE2019,bewohnertyp
20,Eigentümer,1117.0,6.3,43.6,2.1,,2019,SE2019,bewohnertyp
20,Andere Situation2),367.0,11.4,14.2,1.5,,2019,SE2019,bewohnertyp
20,Total,2575.0,4.3,100.0,,,2019,SE2019,bewohnertyp
21,Mieter oder Genossenschafter,1216.0,6.3,45.9,2.1,,2019,SE2019,bewohnertyp
21,Eigentümer,956.0,7.0,38.6,2.1,,2019,SE2019,bewohnertyp
21,Andere Situation2),394.0,10.7,15.4,1.5,,2019,SE2019,bewohnertyp
21,Total,2566.0,4.3,100.0,,,2019,SE2019,bewohnertyp
22,Mieter oder Genossenschafter,1300.0,6.3,48.7,2.2,,2019,SE2019,bewohnertyp
22,Eigentümer,952.0,6.9,37.7,2.1,,2019,SE2019,bewohnertyp
22,Andere Situation2),350.0,11.8,13.7,1.5,,2019,SE2019,bewohnertyp
22,Total,2602.0,4.3,100.0,,,2019,SE2019,bewohnertyp
23,Mieter oder Genossenschafter,1483.0,5.8,51.9,2.1,,2019,SE2019,bewohnertyp
23,Eigentümer,838.0,7.3,34.5,2.0,,2019,SE2019,bewohnertyp
23,Andere Situation2),359.0,11.4,13.5,1.4,,2019,SE2019,bewohnertyp
23,Total,2680.0,4.2,100.0,,,2019,SE2019,bewohnertyp
24,Mieter oder Genossenschafter,1698.0,5.6,60.5,2.1,,2019,SE2019,bewohnertyp
24,Eigentümer,676.0,8.2,27.0,1.9,,2019,SE2019,bewohnertyp
24,Andere Situation2),326.0,11.9,12.5,1.4,,2019,SE2019,bewohnertyp
24,Total,2700.0,4.3,100.0,,,2019,SE2019,bewohnertyp
25,Mieter oder Genossenschafter,1831.0,5.0,66.2,2.0,,2019,SE2019,bewohnertyp
25,Eigentümer,523.0,9.2,22.3,1.8,,2019,SE2019,bewohnertyp
25,Andere Situation2),262.0,13.3,11.5,1.4,,2019,SE2019,bewohnertyp
25,Total,2616.0,4.2,100.0,,,2019,SE2019,bewohnertyp
26,Mieter oder Genossenschafter,2241.0,4.5,74.6,1.9,,2019,SE2019,bewohnertyp
26,Eigentümer,400.0,10.6,16.3,1.6,,2019,SE2019,bewohnertyp
26,Andere Situation2),213.0,15.8,9.1,1.4,,2019,SE2019,bewohnertyp
26,Total,2854.0,4.1,100.0,,,2019,SE2019,bewohnertyp
27,Mieter oder Genossenschafter,2595.0,4.2,79.4,1.6,,2019,SE2019,bewohnertyp
27,Eigentümer,371.0,11.1,13.9,1.4,,2019,SE2019,bewohnertyp
27,Andere Situation2),186.0,16.0,6.8,1.0,,2019,SE2019,bewohnertyp
27,Total,3152.0,3.8,100.0,,,2019,SE2019,bewohnertyp
28,Mieter oder Genossenschafter,2802.0,4.1,83.0,1.5,,2019,SE2019,bewohnertyp
28,Eigentümer,327.0,11.6,11.0,1.2,,2019,SE2019,bewohnertyp
28,Andere Situation2),169.0,16.5,6.1,1.0,,2019,SE2019,bewohnertyp
28,Total,3298.0,3.7,100.0,,,2019,SE2019,bewohnertyp
29,Mieter oder Genossenschafter,2876.0,4.0,82.6,1.5,,2019,SE2019,bewohnertyp
29,Eigentümer,377.0,11.1,11.8,1.2,,2019,SE2019,bewohnertyp
29,Andere Situation2),157.0,17.3,5.6,0.9,,2019,SE2019,bewohnertyp
29,Total,3410.0,3.7,100.0,,,2019,SE2019,bewohnertyp
30,Mieter oder Genossenschafter,2978.0,3.9,84.6,1.4,,2019,SE2019,bewohnertyp
30,Eigentümer,381.0,11.0,11.4,1.2,,2019,SE2019,bewohnertyp
30,Andere Situation2),111.0,20.5,4.0,0.8,,2019,SE2019,bewohnertyp
30,Total,3470.0,3.6,100.0,,,2019,SE2019,bewohnertyp
31,Mieter oder Genossenschafter,3023.0,3.9,82.3,1.4,,2019,SE2019,bewohnertyp
31,Eigentümer,503.0,9.4,14.1,1.2,,2019,SE2019,bewohnertyp
31,Andere Situation2),97.0,23.7,3.5,0.8,,2019,SE2019,bewohnertyp
31,Total,3623.0,3.5,100.0,,,2019,SE2019,bewohnertyp
32,Mieter oder Genossenschafter,3085.0,3.8,82.0,1.4,,2019,SE2019,bewohnertyp
32,Eigentümer,566.0,9.0,14.6,1.2,,2019,SE2019,bewohnertyp
32,Andere Situation2),87.0,27.0,3.4,0.9,,2019,SE2019,bewohnertyp
32,Total,3738.0,3.5,100.0,,,2019,SE2019,bewohnertyp
33,Mieter oder Genossenschafter,3076.0,3.8,80.2,1.4,,2019,SE2019,bewohnertyp
33,Eigentümer,669.0,8.3,17.5,1.3,,2019,SE2019,bewohnertyp
33,Andere Situation2),74.0,24.6,2.3,0.6,,2019,SE2019,bewohnertyp
33,Total,3819.0,3.4,100.0,,,2019,SE2019,bewohnertyp
34,Mieter oder Genossenschafter,3002.0,3.9,77.0,1.4,,2019,SE2019,bewohnertyp
34,Eigentümer,799.0,7.5,20.6,1.4,,2019,SE2019,bewohnertyp
34,Andere Situation2),84.0,24.5,2.3,0.6,,2019,SE2019,bewohnertyp
34,Total,3885.0,3.4,100.0,,,2019,SE2019,bewohnertyp
35,Mieter oder Genossenschafter,2876.0,4.0,74.4,1.5,,2019,SE2019,bewohnertyp
35,Eigentümer,890.0,7.1,22.6,1.4,,2019,SE2019,bewohnertyp
35,Andere Situation2),87.0,25.7,3.0,0.8,,2019,SE2019,bewohnertyp
35,Total,3853.0,3.5,100.0,,,2019,SE2019,bewohnertyp
36,Mieter oder Genossenschafter,2806.0,4.0,72.8,1.5,,2019,SE2019,bewohnertyp
36,Eigentümer,963.0,6.7,24.6,1.4,,2019,SE2019,bewohnertyp
36,Andere Situation2),86.0,23.2,2.6,0.6,,2019,SE2019,bewohnertyp
36,Total,3855.0,3.4,100.0,,,2019,SE2019,bewohnertyp
37,Mieter oder Genossenschafter,2959.0,3.9,72.3,1.5,,2019,SE2019,bewohnertyp
37,Eigentümer,1111.0,6.3,25.8,1.4,,2019,SE2019,bewohnertyp
37,Andere Situation2),65.0,26.1,1.9,0.5,,2019,SE2019,bewohnertyp
37,Total,4135.0,3.3,100.0,,,2019,SE2019,bewohnertyp
38,Mieter oder Genossenschafter,2697.0,4.1,68.0,1.6,,2019,SE2019,bewohnertyp
38,Eigentümer,1236.0,6.0,29.8,1.5,,2019,SE2019,bewohnertyp
38,Andere Situation2),65.0,27.9,2.1,0.6,,2019,SE2019,bewohnertyp
38,Total,3998.0,3.4,100.0,,,2019,SE2019,bewohnertyp
39,Mieter oder Genossenschafter,2830.0,4.0,68.5,1.5,,2019,SE2019,bewohnertyp
39,Eigentümer,1284.0,5.8,29.0,1.5,,2019,SE2019,bewohnertyp
39,Andere Situation2),80.0,24.9,2.5,0.6,,2019,SE2019,bewohnertyp
39,Total,4194.0,3.3,100.0,,,2019,SE2019,bewohnertyp
40,Mieter oder Genossenschafter,2521.0,4.2,64.7,1.6,,2019,SE2019,bewohnertyp
40,Eigentümer,1391.0,5.6,33.7,1.6,,2019,SE2019,bewohnertyp
40,Andere Situation2),57.0,28.8,1.7,0.5,,2019,SE2019,bewohnertyp
40,Total,3969.0,3.3,100.0,,,2019,SE2019,bewohnertyp
41,Mieter oder Genossenschafter,2574.0,4.3,65.1,1.6,,2019,SE2019,bewohnertyp
41,Eigentümer,1413.0,5.6,33.4,1.6,,2019,SE2019,bewohnertyp
41,Andere Situation2),53.0,30.8,1.5,0.5,,2019,SE2019,bewohnertyp
41,Total,4040.0,3.4,100.0,,,2019,SE2019,bewohnertyp
42,Mieter oder Genossenschafter,2481.0,4.3,63.2,1.6,,2019,SE2019,bewohnertyp
42,Eigentümer,1474.0,5.5,34.9,1.6,,2019,SE2019,bewohnertyp
42,Andere Situation2),69.0,26.7,1.9,0.5,,2019,SE2019,bewohnertyp
42,Total,4024.0,3.4,100.0,,,2019,SE2019,bewohnertyp
43,Mieter oder Genossenschafter,2354.0,4.4,61.5,1.6,,2019,SE2019,bewohnertyp
43,Eigentümer,1513.0,5.3,36.5,1.6,,2019,SE2019,bewohnertyp
43,Andere Situation2),64.0,29.7,2.0,0.6,,2019,SE2019,bewohnertyp
43,Total,3931.0,3.4,100.0,,,2019,SE2019,bewohnertyp
44,Mieter oder Genossenschafter,2309.0,4.5,61.0,1.7,,2019,SE2019,bewohnertyp
44,Eigentümer,1505.0,5.4,37.0,1.6,,2019,SE2019,bewohnertyp
44,Andere Situation2),64.0,28.3,2.0,0.6,,2019,SE2019,bewohnertyp
44,Total,3878.0,3.4,100.0,,,2019,SE2019,bewohnertyp
45,Mieter oder Genossenschafter,2194.0,4.6,56.8,1.7,,2019,SE2019,bewohnertyp
45,Eigentümer,1665.0,5.1,41.6,1.7,,2019,SE2019,bewohnertyp
45,Andere Situation2),61.0,27.4,1.6,0.4,,2019,SE2019,bewohnertyp
45,Total,3920.0,3.4,100.0,,,2019,SE2019,bewohnertyp
46,Mieter oder Genossenschafter,2166.0,4.7,55.9,1.7,,2019,SE2019,bewohnertyp
46,Eigentümer,1746.0,5.0,41.6,1.7,,2019,SE2019,bewohnertyp
46,Andere Situation2),82.0,25.2,2.6,0.6,,2019,SE2019,bewohnertyp
46,Total,3994.0,3.4,100.0,,,2019,SE2019,bewohnertyp
47,Mieter oder Genossenschafter,2150.0,4.6,54.0,1.7,,2019,SE2019,bewohnertyp
47,Eigentümer,1853.0,4.8,44.1,1.6,,2019,SE2019,bewohnertyp
47,Andere Situation2),65.0,28.2,1.9,0.5,,2019,SE2019,bewohnertyp
47,Total,4068.0,3.3,100.0,,,2019,SE2019,bewohnertyp
48,Mieter oder Genossenschafter,2334.0,4.4,55.0,1.6,,2019,SE2019,bewohnertyp
48,Eigentümer,1938.0,4.7,43.2,1.6,,2019,SE2019,bewohnertyp
48,Andere Situation2),68.0,28.0,1.8,0.5,,2019,SE2019,bewohnertyp
48,Total,4340.0,3.2,100.0,,,2019,SE2019,bewohnertyp
49,Mieter oder Genossenschafter,2154.0,4.6,50.7,1.6,,2019,SE2019,bewohnertyp
49,Eigentümer,2068.0,4.6,47.3,1.6,,2019,SE2019,bewohnertyp
49,Andere Situation2),67.0,28.7,2.0,0.6,,2019,SE2019,bewohnertyp
49,Total,4289.0,3.2,100.0,,,2019,SE2019,bewohnertyp
50,Mieter oder Genossenschafter,2129.0,4.6,50.6,1.6,,2019,SE2019,bewohnertyp
50,Eigentümer,2079.0,4.6,47.3,1.6,,2019,SE2019,bewohnertyp
50,Andere Situation2),75.0,25.0,2.1,0.5,,2019,SE2019,bewohnertyp
50,Total,4283.0,3.2,100.0,,,2019,SE2019,bewohnertyp
51,Mieter oder Genossenschafter,2137.0,4.6,48.9,1.6,,2019,SE2019,bewohnertyp
51,Eigentümer,2208.0,4.4,49.5,1.6,,2019,SE2019,bewohnertyp
51,Andere Situation2),65.0,26.8,1.6,0.4,,2019,SE2019,bewohnertyp
51,Total,4410.0,3.2,100.0,,,2019,SE2019,bewohnertyp
52,Mieter oder Genossenschafter,2123.0,4.6,48.2,1.6,,2019,SE2019,bewohnertyp
52,Eigentümer,2224.0,4.4,50.3,1.6,,2019,SE2019,bewohnertyp
52,Andere Situation2),63.0,27.6,1.6,0.4,,2019,SE2019,bewohnertyp
52,Total,4410.0,3.1,100.0,,,2019,SE2019,bewohnertyp
53,Mieter oder Genossenschafter,2237.0,4.6,49.9,1.6,,2019,SE2019,bewohnertyp
53,Eigentümer,2182.0,4.4,48.5,1.6,,2019,SE2019,bewohnertyp
53,Andere Situation2),72.0,25.4,1.6,0.4,,2019,SE2019,bewohnertyp
53,Total,4491.0,3.2,100.0,,,2019,SE2019,bewohnertyp
54,Mieter oder Genossenschafter,2200.0,4.5,48.9,1.6,,2019,SE2019,bewohnertyp
54,Eigentümer,2304.0,4.3,49.4,1.6,,2019,SE2019,bewohnertyp
54,Andere Situation2),63.0,27.2,1.7,0.5,,2019,SE2019,bewohnertyp
54,Total,4567.0,3.1,100.0,,,2019,SE2019,bewohnertyp
55,Mieter oder Genossenschafter,2190.0,4.6,47.6,1.6,,2019,SE2019,bewohnertyp
55,Eigentümer,2359.0,4.3,50.8,1.6,,2019,SE2019,bewohnertyp
55,Andere Situation2),65.0,26.5,1.6,0.4,,2019,SE2019,bewohnertyp
55,Total,4614.0,3.1,100.0,,,2019,SE2019,bewohnertyp
56,Mieter oder Genossenschafter,2096.0,4.7,46.6,1.6,,2019,SE2019,bewohnertyp
56,Eigentümer,2301.0,4.3,51.3,1.6,,2019,SE2019,bewohnertyp
56,Andere Situation2),71.0,26.6,2.0,0.5,,2019,SE2019,bewohnertyp
56,Total,4468.0,3.1,100.0,,,2019,SE2019,bewohnertyp
57,Mieter oder Genossenschafter,1923.0,4.8,46.4,1.6,,2019,SE2019,bewohnertyp
57,Eigentümer,2150.0,4.5,52.0,1.6,,2019,SE2019,bewohnertyp
57,Andere Situation2),63.0,26.2,1.6,0.4,,2019,SE2019,bewohnertyp
57,Total,4136.0,3.2,100.0,,,2019,SE2019,bewohnertyp
58,Mieter oder Genossenschafter,1922.0,4.8,46.8,1.6,,2019,SE2019,bewohnertyp
58,Eigentümer,2098.0,4.5,51.3,1.7,,2019,SE2019,bewohnertyp
58,Andere Situation2),67.0,31.8,1.9,0.6,,2019,SE2019,bewohnertyp
58,Total,4087.0,3.3,100.0,,,2019,SE2019,bewohnertyp
59,Mieter oder Genossenschafter,1757.0,5.1,45.9,1.7,,2019,SE2019,bewohnertyp
59,Eigentümer,2052.0,4.6,52.5,1.7,,2019,SE2019,bewohnertyp
59,Andere Situation2),63.0,26.5,1.6,0.4,,2019,SE2019,bewohnertyp
59,Total,3872.0,3.4,100.0,,,2019,SE2019,bewohnertyp
60,Mieter oder Genossenschafter,1704.0,5.1,45.0,1.7,,2019,SE2019,bewohnertyp
60,Eigentümer,2038.0,4.6,52.9,1.7,,2019,SE2019,bewohnertyp
60,Andere Situation2),63.0,32.5,2.1,0.7,,2019,SE2019,bewohnertyp
60,Total,3805.0,3.4,100.0,,,2019,SE2019,bewohnertyp
61,Mieter oder Genossenschafter,1643.0,5.3,44.1,1.7,,2019,SE2019,bewohnertyp
61,Eigentümer,2010.0,4.6,54.0,1.7,,2019,SE2019,bewohnertyp
61,Andere Situation2),55.0,33.8,1.9,0.6,,2019,SE2019,bewohnertyp
61,Total,3708.0,3.4,100.0,,,2019,SE2019,bewohnertyp
62,Mieter oder Genossenschafter,1551.0,5.4,43.4,1.7,,2019,SE2019,bewohnertyp
62,Eigentümer,1971.0,4.6,54.9,1.8,,2019,SE2019,bewohnertyp
62,Andere Situation2),53.0,30.4,1.7,0.5,,2019,SE2019,bewohnertyp
62,Total,3575.0,3.5,100.0,,,2019,SE2019,bewohnertyp
63,Mieter oder Genossenschafter,1424.0,5.6,43.3,1.8,,2019,SE2019,bewohnertyp
63,Eigentümer,1845.0,4.8,54.9,1.8,,2019,SE2019,bewohnertyp
63,Andere Situation2),53.0,29.6,1.9,0.5,,2019,SE2019,bewohnertyp
63,Total,3322.0,3.6,100.0,,,2019,SE2019,bewohnertyp
64,Mieter oder Genossenschafter,1385.0,5.8,41.4,1.8,,2019,SE2019,bewohnertyp
64,Eigentümer,1924.0,4.7,56.3,1.8,,2019,SE2019,bewohnertyp
64,Andere Situation2),77.0,24.6,2.2,0.5,,2019,SE2019,bewohnertyp
64,Total,3386.0,3.6,100.0,,,2019,SE2019,bewohnertyp
65,Mieter oder Genossenschafter,1379.0,5.7,43.0,1.8,,2019,SE2019,bewohnertyp
65,Eigentümer,1787.0,4.9,55.1,1.8,,2019,SE2019,bewohnertyp
65,Andere Situation2),61.0,29.7,1.9,0.6,,2019,SE2019,bewohnertyp
65,Total,3227.0,3.7,100.0,,,2019,SE2019,bewohnertyp
66,Mieter oder Genossenschafter,1198.0,6.1,38.9,1.8,,2019,SE2019,bewohnertyp
66,Eigentümer,1785.0,4.9,58.6,1.9,,2019,SE2019,bewohnertyp
66,Andere Situation2),77.0,24.1,2.5,0.6,,2019,SE2019,bewohnertyp
66,Total,3060.0,3.8,100.0,,,2019,SE2019,bewohnertyp
67,Mieter oder Genossenschafter,1172.0,6.1,37.3,1.8,,2019,SE2019,bewohnertyp
67,Eigentümer,1766.0,4.9,60.6,1.9,,2019,SE2019,bewohnertyp
67,Andere Situation2),59.0,26.9,2.0,0.5,,2019,SE2019,bewohnertyp
67,Total,2997.0,3.8,100.0,,,2019,SE2019,bewohnertyp
68,Mieter oder Genossenschafter,1163.0,6.2,37.8,1.8,,2019,SE2019,bewohnertyp
68,Eigentümer,1720.0,4.9,58.8,1.9,,2019,SE2019,bewohnertyp
68,Andere Situation2),91.0,23.4,3.4,0.8,,2019,SE2019,bewohnertyp
68,Total,2974.0,3.8,100.0,,,2019,SE2019,bewohnertyp
69,Mieter oder Genossenschafter,1175.0,6.1,38.4,1.9,,2019,SE2019,bewohnertyp
69,Eigentümer,1699.0,5.0,58.8,1.9,,2019,SE2019,bewohnertyp
69,Andere Situation2),78.0,23.1,2.8,0.6,,2019,SE2019,bewohnertyp
69,Total,2952.0,3.8,100.0,,,2019,SE2019,bewohnertyp
70,Mieter oder Genossenschafter,1183.0,6.1,38.7,1.9,,2019,SE2019,bewohnertyp
70,Eigentümer,1677.0,5.0,58.4,1.9,,2019,SE2019,bewohnertyp
70,Andere Situation2),81.0,24.4,2.9,0.7,,2019,SE2019,bewohnertyp
70,Total,2941.0,3.8,100.0,,,2019,SE2019,bewohnertyp
71,Mieter oder Genossenschafter,1216.0,6.0,39.1,1.9,,2019,SE2019,bewohnertyp
71,Eigentümer,1691.0,5.0,57.4,1.9,,2019,SE2019,bewohnertyp
71,Andere Situation2),101.0,21.5,3.5,0.7,,2019,SE2019,bewohnertyp
71,Total,3008.0,3.8,100.0,,,2019,SE2019,bewohnertyp
72,Mieter oder Genossenschafter,1188.0,6.1,37.4,1.8,,2019,SE2019,bewohnertyp
72,Eigentümer,1733.0,5.0,58.7,1.9,,2019,SE2019,bewohnertyp
72,Andere Situation2),111.0,20.2,3.9,0.8,,2019,SE2019,bewohnertyp
72,Total,3032.0,3.8,100.0,,,2019,SE2019,bewohnertyp
73,Mieter oder Genossenschafter,1163.0,6.1,37.6,1.8,,2019,SE2019,bewohnertyp
73,Eigentümer,1718.0,5.0,58.5,1.9,,2019,SE2019,bewohnertyp
73,Andere Situation2),112.0,19.6,3.8,0.7,,2019,SE2019,bewohnertyp
