year,variable_name,age_group_label,age_min,age_max,metric,value,unit,scale,notes
2019,okp_nettoleistungen,76 – 80,76,80,total_mio_chf,2796.6158315749203,CHF,mio_chf,
2019,okp_nettoleistungen,76 – 80,76,80,per_capita_chf,9325.037539878873,CHF,chf_per_capita_year,
2019,okp_nettoleistungen,81 – 85,81,85,total_mio_chf,2432.88445314712,CHF,mio_chf,
2019,okp_nettoleistungen,81 – 85,81,85,per_capita_chf,11428.17463554852,CHF,chf_per_capita_year,
2019,okp_nettoleistungen,86 – 90,86,90,total_mio_chf,1888.7103348927803,CHF,mio_chf,
2019,okp_nettoleistungen,86 – 90,86,90,per_capita_chf,14020.021966227676,CHF,chf_per_capita_year,
2019,okp_nettoleistungen,91 – 95,91,95,total_mio_chf,970.44027479851,CHF,mio_chf,
2019,okp_nettoleistungen,91 – 95,91,95,per_capita_chf,17119.29954295761,CHF,chf_per_capita_year,
2019,okp_nettoleistungen,96 – 100,96,100,total_mio_chf,266.44346000725994,CHF,mio_chf,
2019,okp_nettoleistungen,96 – 100,96,100,per_capita_chf,20489.581550838055,CHF,chf_per_capita_year,
2019,okp_nettoleistungen,> 100,100,100,total_mio_chf,28.035756579030007,CHF,mio_chf,
2019,okp_nettoleistungen,> 100,100,100,per_capita_chf,23270.785605775254,CHF,chf_per_capita_year,
2019,okp_bruttoleistungen,0 – 5,0,5,total_mio_chf,702.9502042411601,CHF,mio_chf,
2019,okp_bruttoleistungen,0 – 5,0,5,per_capita_chf,1449.7389671062933,CHF,chf_per_capita_year,
2019,okp_bruttoleistungen,6 – 10,6,10,total_mio_chf,439.81106673126993,CHF,mio_chf,
2019,okp_bruttoleistungen,6 – 10,6,10,per_capita_chf,1017.9142566345151,CHF,chf_per_capita_year,
2019,okp_bruttoleistungen,11 – 15,11,15,total_mio_chf,523.22445199612,CHF,mio_chf,
2019,okp_bruttoleistungen,11 – 15,11,15,per_capita_chf,1257.0284697228292,CHF,chf_per_capita_year,
2019,okp_bruttoleistungen,16 – 18,16,18,total_mio_chf,411.13327756081003,CHF,mio_chf,
2019,okp_bruttoleistungen,16 – 18,16,18,per_capita_chf,1673.5955515443595,CHF,chf_per_capita_year,
2019,okp_bruttoleistungen,19 – 20,19,20,total_mio_chf,284.25745386286997,CHF,mio_chf,
