year,variable_name,age_group_label,age_min,age_max,metric,value,unit,scale,notes
2019,ahv_einnahmen,<20,0,19,sum_beitrag_ahv,151771697.448,CHF,chf,nur_arbeitnehmende
2019,ahv_einnahmen,20-24,20,24,n_personen,469864.0,Anzahl,count,nur_arbeitnehmende
2019,ahv_einnahmen,20-24,20,24,sum_einkommen,13881113746.0,CHF,chf,nur_arbeitnehmende
2019,ahv_einnahmen,20-24,20,24,sum_beitrag_ahv,1166013554.664,CHF,chf,nur_arbeitnehmende
2019,ahv_einnahmen,25-29,25,29,n_personen,600899.0,Anzahl,count,nur_arbeitnehmende
2019,ahv_einnahmen,25-29,25,29,sum_einkommen,30174649966.0,CHF,chf,nur_arbeitnehmende
2019,ahv_einnahmen,25-29,25,29,sum_beitrag_ahv,2534670597.144,CHF,chf,nur_arbeitnehmende
2019,ahv_einnahmen,30-34,30,34,n_personen,636426.0,Anzahl,count,nur_arbeitnehmende
2019,ahv_einnahmen,30-34,30,34,sum_einkommen,40670252712.0,CHF,chf,nur_arbeitnehmende
2019,ahv_einnahmen,30-34,30,34,sum_beitrag_ahv,3416301227.808,CHF,chf,nur_arbeitnehmende
2019,ahv_einnahmen,35-39,35,39,n_personen,621327.0,Anzahl,count,nur_arbeitnehmende
2019,ahv_einnahmen,35-39,35,39,sum_einkommen,44734326612.0,CHF,chf,nur_arbeitnehmende
2019,ahv_einnahmen,35-39,35,39,sum_beitrag_ahv,3757683435.408,CHF,chf,nur_arbeitnehmende
2019,ahv_einnahmen,40-44,40,44,n_personen,579646.0,Anzahl,count,nur_arbeitnehmende
2019,ahv_einnahmen,40-44,40,44,sum_einkommen,46151774493.0,CHF,chf,nur_arbeitnehmende
2019,ahv_einnahmen,40-44,40,44,sum_beitrag_ahv,3876749057.412,CHF,chf,nur_arbeitnehmende
2019,ahv_einnahmen,45-49,45,49,n_personen,587960.0,Anzahl,count,nur_arbeitnehmende
2019,ahv_einnahmen,45-49,45,49,sum_einkommen,50561060592.0,CHF,chf,nur_arbeitnehmende
2019,ahv_einnahmen,45-49,45,49,sum_beitrag_ahv,4247129089.728,CHF,chf,nur_arbeitnehmende
2019,ahv_einnahmen,50-54,50,54,n_personen,614946.0,Anzahl,count,nur_arbeitnehmende
2019,ahv_einnahmen,50-54,50,54,sum_einkommen,54401993328.0,CHF,chf,nur_arbeitnehmende
2019,ahv_einnahmen,50-54,50,54,sum_beitrag_ahv,4569767439.552,CHF,chf,nur_arbeitnehmende
2019,ahv_einnahmen,55-59,55,59,n_personen,544487.0,Anzahl,count,nur_arbeitnehmende
2019,ahv_einnahmen,55-59,55,59,sum_einkommen,47011590499.0,CHF,chf,nur_arbeitnehmende
2019,ahv_einnahmen,55-59,55,59,sum_beitrag_ahv,3948973601.916,CHF,chf,nur_arbeitnehmende
2019,ahv_einnahmen,60-64,60,64,n_personen,361026.0,Anzahl,count,nur_arbeitnehmende
