year,variable_name,age,birth_year,project_age_group,project_age_order,metric,value,unit,scale,notes
2024,ahv_ausgaben,89,1935,Silent Generation,1,anzahl_renten,24666.0,Anzahl,count,altersrenten_ab_65
2012,ahv_ausgaben,90,1922,Silent Generation,1,anzahl_renten,15687.0,Anzahl,count,altersrenten_ab_65
2013,ahv_ausgaben,90,1923,Silent Generation,1,anzahl_renten,15996.0,Anzahl,count,altersrenten_ab_65
2014,ahv_ausgaben,90,1924,Silent Generation,1,anzahl_renten,16662.0,Anzahl,count,altersrenten_ab_65
2015,ahv_ausgaben,90,1925,Silent Generation,1,anzahl_renten,16782.0,Anzahl,count,altersrenten_ab_65
2016,ahv_ausgaben,90,1926,Silent Generation,1,anzahl_renten,17229.0,Anzahl,count,altersrenten_ab_65
2017,ahv_ausgaben,90,1927,Silent Generation,1,anzahl_renten,17326.0,Anzahl,count,altersrenten_ab_65
2018,ahv_ausgaben,90,1928,Silent Generation,1,anzahl_renten,18120.0,Anzahl,count,altersrenten_ab_65
2019,ahv_ausgaben,90,1929,Silent Generation,1,anzahl_renten,18603.0,Anzahl,count,altersrenten_ab_65
2020,ahv_ausgaben,90,1930,Silent Generation,1,anzahl_renten,19556.0,Anzahl,count,altersrenten_ab_65
2021,ahv_ausgaben,90,1931,Silent Generation,1,anzahl_renten,19508.0,Anzahl,count,altersrenten_ab_65
2022,ahv_ausgaben,90,1932,Silent Generation,1,anzahl_renten,20156.0,Anzahl,count,altersrenten_ab_65
2023,ahv_ausgaben,90,1933,Silent Generation,1,anzahl_renten,20130.0,Anzahl,count,altersrenten_ab_65
2024,ahv_ausgaben,90,1934,Silent Generation,1,anzahl_renten,20933.0,Anzahl,count,altersrenten_ab_65
2012,ahv_ausgaben,91,1921,Silent Generation,1,anzahl_renten,13246.0,Anzahl,count,altersrenten_ab_65
2013,ahv_ausgaben,91,1922,Silent Generation,1,anzahl_renten,13221.0,Anzahl,count,altersrenten_ab_65
2014,ahv_ausgaben,91,1923,Silent Generation,1,anzahl_renten,13546.0,Anzahl,count,altersrenten_ab_65
2015,ahv_ausgaben,91,1924,Silent Generation,1,anzahl_renten,14016.0,Anzahl,count,altersrenten_ab_65
2016,ahv_ausgaben,91,1925,Silent Generation,1,anzahl_renten,14390.0,Anzahl,count,altersrenten_ab_65
2017,ahv_ausgaben,91,1926,Silent Generation,1,anzahl_renten,14592.0,Anzahl,count,altersrenten_ab_65
2018,ahv_ausgaben,91,1927,Silent Generation,1,anzahl_renten,14772.0,Anzahl,count,altersrenten_ab_65
2019,ahv_ausgaben,91,1928,Silent Generation,1,anzahl_renten,15549.0,Anzahl,count,altersrenten_ab_65
2020,ahv_ausgaben,91,1929,Silent Generation,1,anzahl_renten,15748.0,Anzahl,count,altersrenten_ab_65
2021,ahv_ausgaben,91,1930,Silent Generation,1,anzahl_renten,16503.0,Anzahl,count,altersrenten_ab_65
2022,ahv_ausgaben,91,1931,Silent Generation,1,anzahl_renten,16517.0,Anzahl,count,altersrenten_ab_65
2023,ahv_ausgaben,91,1932,Silent Generation,1,anzahl_renten,17228.0,Anzahl,count,altersrenten_ab_65
2024,ahv_ausgaben,91,1933,Silent Generation,1,anzahl_renten,17392.0,Anzahl,count,altersrenten_ab_65
2012,ahv_ausgaben,92,1920,Silent Generation,1,anzahl_renten,10312.0,Anzahl,count,altersrenten_ab_65
2013,ahv_ausgaben,92,1921,Silent Generation,1,anzahl_renten,10953.0,Anzahl,count,altersrenten_ab_65
2014,ahv_ausgaben,92,1922,Silent Generation,1,anzahl_renten,10994.0,Anzahl,count,altersrenten_ab_65
2015,ahv_ausgaben,92,1923,Silent Generation,1,anzahl_renten,11153.0,Anzahl,count,altersrenten_ab_65
2016,ahv_ausgaben,92,1924,Silent Generation,1,anzahl_renten,11680.0,Anzahl,count,altersrenten_ab_65
2017,ahv_ausgaben,92,1925,Silent Generation,1,anzahl_renten,11997.0,Anzahl,count,altersrenten_ab_65
2018,ahv_ausgaben,92,1926,Silent Generation,1,anzahl_renten,12122.0,Anzahl,count,altersrenten_ab_65
2019,ahv_ausgaben,92,1927,Silent Generation,1,anzahl_renten,12308.0,Anzahl,count,altersrenten_ab_65
2020,ahv_ausgaben,92,1928,Silent Generation,1,anzahl_renten,12850.0,Anzahl,count,altersrenten_ab_65
2021,ahv_ausgaben,92,1929,Silent Generation,1,anzahl_renten,13043.0,Anzahl,count,altersrenten_ab_65
2022,ahv_ausgaben,92,1930,Silent Generation,1,anzahl_renten,13754.0,Anzahl,count,altersrenten_ab_65
2023,ahv_ausgaben,92,1931,Silent Generation,1,anzahl_renten,13752.0,Anzahl,count,altersrenten_ab_65
2024,ahv_ausgaben,92,1932,Silent Generation,1,anzahl_renten,14517.0,Anzahl,count,altersrenten_ab_65
2012,ahv_ausgaben,93,1919,Silent Generation,1,anzahl_renten,6799.0,Anzahl,count,altersrenten_ab_65
2013,ahv_ausgaben,93,1920,Silent Generation,1,anzahl_renten,8187.0,Anzahl,count,altersrenten_ab_65
2014,ahv_ausgaben,93,1921,Silent Generation,1,anzahl_renten,8914.0,Anzahl,count,altersrenten_ab_65
2015,ahv_ausgaben,93,1922,Silent Generation,1,anzahl_renten,8703.0,Anzahl,count,altersrenten_ab_65
2016,ahv_ausgaben,93,1923,Silent Generation,1,anzahl_renten,9136.0,Anzahl,count,altersrenten_ab_65
2017,ahv_ausgaben,93,1924,Silent Generation,1,anzahl_renten,9446.0,Anzahl,count,altersrenten_ab_65
2018,ahv_ausgaben,93,1925,Silent Generation,1,anzahl_renten,9792.0,Anzahl,count,altersrenten_ab_65
2019,ahv_ausgaben,93,1926,Silent Generation,1,anzahl_renten,9920.0,Anzahl,count,altersrenten_ab_65
2020,ahv_ausgaben,93,1927,Silent Generation,1,anzahl_renten,10023.0,Anzahl,count,altersrenten_ab_65
2021,ahv_ausgaben,93,1928,Silent Generation,1,anzahl_renten,10401.0,Anzahl,count,altersrenten_ab_65
2022,ahv_ausgaben,93,1929,Silent Generation,1,anzahl_renten,10478.0,Anzahl,count,altersrenten_ab_65
2023,ahv_ausgaben,93,1930,Silent Generation,1,anzahl_renten,11187.0,Anzahl,count,altersrenten_ab_65
2024,ahv_ausgaben,93,1931,Silent Generation,1,anzahl_renten,11326.0,Anzahl,count,altersrenten_ab_65
2012,ahv_ausgaben,94,1918,Silent Generation,1,anzahl_renten,5075.0,Anzahl,count,altersrenten_ab_65
2013,ahv_ausgaben,94,1919,Silent Generation,1,anzahl_renten,5278.0,Anzahl,count,altersrenten_ab_65
2014,ahv_ausgaben,94,1920,Silent Generation,1,anzahl_renten,6475.0,Anzahl,count,altersrenten_ab_65
2015,ahv_ausgaben,94,1921,Silent Generation,1,anzahl_renten,6913.0,Anzahl,count,altersrenten_ab_65
2016,ahv_ausgaben,94,1922,Silent Generation,1,anzahl_renten,6943.0,Anzahl,count,altersrenten_ab_65
2017,ahv_ausgaben,94,1923,Silent Generation,1,anzahl_renten,7175.0,Anzahl,count,altersrenten_ab_65
2018,ahv_ausgaben,94,1924,Silent Generation,1,anzahl_renten,7505.0,Anzahl,count,altersrenten_ab_65
2019,ahv_ausgaben,94,1925,Silent Generation,1,anzahl_renten,7733.0,Anzahl,count,altersrenten_ab_65
2020,ahv_ausgaben,94,1926,Silent Generation,1,anzahl_renten,7856.0,Anzahl,count,altersrenten_ab_65
2021,ahv_ausgaben,94,1927,Silent Generation,1,anzahl_renten,7919.0,Anzahl,count,altersrenten_ab_65
2022,ahv_ausgaben,94,1928,Silent Generation,1,anzahl_renten,8206.0,Anzahl,count,altersrenten_ab_65
2023,ahv_ausgaben,94,1929,Silent Generation,1,anzahl_renten,8232.0,Anzahl,count,altersrenten_ab_65
2024,ahv_ausgaben,94,1930,Silent Generation,1,anzahl_renten,8968.0,Anzahl,count,altersrenten_ab_65
2012,ahv_ausgaben,95,1917,Silent Generation,1,anzahl_renten,3872.0,Anzahl,count,altersrenten_ab_65
2013,ahv_ausgaben,95,1918,Silent Generation,1,anzahl_renten,3845.0,Anzahl,count,altersrenten_ab_65
2014,ahv_ausgaben,95,1919,Silent Generation,1,anzahl_renten,4029.0,Anzahl,count,altersrenten_ab_65
2015,ahv_ausgaben,95,1920,Silent Generation,1,anzahl_renten,4843.0,Anzahl,count,altersrenten_ab_65
2016,ahv_ausgaben,95,1921,Silent Generation,1,anzahl_renten,5337.0,Anzahl,count,altersrenten_ab_65
2017,ahv_ausgaben,95,1922,Silent Generation,1,anzahl_renten,5334.0,Anzahl,count,altersrenten_ab_65
2018,ahv_ausgaben,95,1923,Silent Generation,1,anzahl_renten,5561.0,Anzahl,count,altersrenten_ab_65
2019,ahv_ausgaben,95,1924,Silent Generation,1,anzahl_renten,5853.0,Anzahl,count,altersrenten_ab_65
2020,ahv_ausgaben,95,1925,Silent Generation,1,anzahl_renten,5975.0,Anzahl,count,altersrenten_ab_65
2021,ahv_ausgaben,95,1926,Silent Generation,1,anzahl_renten,6009.0,Anzahl,count,altersrenten_ab_65
2022,ahv_ausgaben,95,1927,Silent Generation,1,anzahl_renten,6035.0,Anzahl,count,altersrenten_ab_65
2023,ahv_ausgaben,95,1928,Silent Generation,1,anzahl_renten,6299.0,Anzahl,count,altersrenten_ab_65
2024,ahv_ausgaben,95,1929,Silent Generation,1,anzahl_renten,6403.0,Anzahl,count,altersrenten_ab_65
2012,ahv_ausgaben,96,1916,Silent Generation,1,anzahl_renten,2806.0,Anzahl,count,altersrenten_ab_65
2013,ahv_ausgaben,96,1917,Silent Generation,1,anzahl_renten,2835.0,Anzahl,count,altersrenten_ab_65
2014,ahv_ausgaben,96,1918,Silent Generation,1,anzahl_renten,2891.0,Anzahl,count,altersrenten_ab_65
2015,ahv_ausgaben,96,1919,Silent Generation,1,anzahl_renten,2911.0,Anzahl,count,altersrenten_ab_65
2016,ahv_ausgaben,96,1920,Silent Generation,1,anzahl_renten,3642.0,Anzahl,count,altersrenten_ab_65
2017,ahv_ausgaben,96,1921,Silent Generation,1,anzahl_renten,3940.0,Anzahl,count,altersrenten_ab_65
2018,ahv_ausgaben,96,1922,Silent Generation,1,anzahl_renten,4030.0,Anzahl,count,altersrenten_ab_65
2019,ahv_ausgaben,96,1923,Silent Generation,1,anzahl_renten,4157.0,Anzahl,count,altersrenten_ab_65
2020,ahv_ausgaben,96,1924,Silent Generation,1,anzahl_renten,4346.0,Anzahl,count,altersrenten_ab_65
2021,ahv_ausgaben,96,1925,Silent Generation,1,anzahl_renten,4346.0,Anzahl,count,altersrenten_ab_65
2022,ahv_ausgaben,96,1926,Silent Generation,1,anzahl_renten,4371.0,Anzahl,count,altersrenten_ab_65
2023,ahv_ausgaben,96,1927,Silent Generation,1,anzahl_renten,4452.0,Anzahl,count,altersrenten_ab_65
2024,ahv_ausgaben,96,1928,Silent Generation,1,anzahl_renten,4780.0,Anzahl,count,altersrenten_ab_65
2012,ahv_ausgaben,97,1915,Silent Generation,1,anzahl_renten,1969.0,Anzahl,count,altersrenten_ab_65
2013,ahv_ausgaben,97,1916,Silent Generation,1,anzahl_renten,2006.0,Anzahl,count,altersrenten_ab_65
2014,ahv_ausgaben,97,1917,Silent Generation,1,anzahl_renten,2022.0,Anzahl,count,altersrenten_ab_65
2015,ahv_ausgaben,97,1918,Silent Generation,1,anzahl_renten,1997.0,Anzahl,count,altersrenten_ab_65
2016,ahv_ausgaben,97,1919,Silent Generation,1,anzahl_renten,2135.0,Anzahl,count,altersrenten_ab_65
2017,ahv_ausgaben,97,1920,Silent Generation,1,anzahl_renten,2589.0,Anzahl,count,altersrenten_ab_65
2018,ahv_ausgaben,97,1921,Silent Generation,1,anzahl_renten,2837.0,Anzahl,count,altersrenten_ab_65
2019,ahv_ausgaben,97,1922,Silent Generation,1,anzahl_renten,2884.0,Anzahl,count,altersrenten_ab_65
2020,ahv_ausgaben,97,1923,Silent Generation,1,anzahl_renten,3027.0,Anzahl,count,altersrenten_ab_65
2021,ahv_ausgaben,97,1924,Silent Generation,1,anzahl_renten,3128.0,Anzahl,count,altersrenten_ab_65
2022,ahv_ausgaben,97,1925,Silent Generation,1,anzahl_renten,3149.0,Anzahl,count,altersrenten_ab_65
2023,ahv_ausgaben,97,1926,Silent Generation,1,anzahl_renten,3127.0,Anzahl,count,altersrenten_ab_65
2024,ahv_ausgaben,97,1927,Silent Generation,1,anzahl_renten,3326.0,Anzahl,count,altersrenten_ab_65
2012,ahv_ausgaben,98,1914,Silent Generation,1,anzahl_renten,1467.0,Anzahl,count,altersrenten_ab_65
2013,ahv_ausgaben,98,1915,Silent Generation,1,anzahl_renten,1344.0,Anzahl,count,altersrenten_ab_65
2014,ahv_ausgaben,98,1916,Silent Generation,1,anzahl_renten,1429.0,Anzahl,count,altersrenten_ab_65
2015,ahv_ausgaben,98,1917,Silent Generation,1,anzahl_renten,1366.0,Anzahl,count,altersrenten_ab_65
2016,ahv_ausgaben,98,1918,Silent Generation,1,anzahl_renten,1461.0,Anzahl,count,altersrenten_ab_65
2017,ahv_ausgaben,98,1919,Silent Generation,1,anzahl_renten,1490.0,Anzahl,count,altersrenten_ab_65
2018,ahv_ausgaben,98,1920,Silent Generation,1,anzahl_renten,1798.0,Anzahl,count,altersrenten_ab_65
2019,ahv_ausgaben,98,1921,Silent Generation,1,anzahl_renten,2002.0,Anzahl,count,altersrenten_ab_65
2020,ahv_ausgaben,98,1922,Silent Generation,1,anzahl_renten,2087.0,Anzahl,count,altersrenten_ab_65
2021,ahv_ausgaben,98,1923,Silent Generation,1,anzahl_renten,2079.0,Anzahl,count,altersrenten_ab_65
2022,ahv_ausgaben,98,1924,Silent Generation,1,anzahl_renten,2171.0,Anzahl,count,altersrenten_ab_65
2023,ahv_ausgaben,98,1925,Silent Generation,1,anzahl_renten,2170.0,Anzahl,count,altersrenten_ab_65
2024,ahv_ausgaben,98,1926,Silent Generation,1,anzahl_renten,2199.0,Anzahl,count,altersrenten_ab_65
2012,ahv_ausgaben,99,1913,Silent Generation,1,anzahl_renten,958.0,Anzahl,count,altersrenten_ab_65
2013,ahv_ausgaben,99,1914,Silent Generation,1,anzahl_renten,986.0,Anzahl,count,altersrenten_ab_65
2014,ahv_ausgaben,99,1915,Silent Generation,1,anzahl_renten,930.0,Anzahl,count,altersrenten_ab_65
2015,ahv_ausgaben,99,1916,Silent Generation,1,anzahl_renten,898.0,Anzahl,count,altersrenten_ab_65
2016,ahv_ausgaben,99,1917,Silent Generation,1,anzahl_renten,933.0,Anzahl,count,altersrenten_ab_65
2017,ahv_ausgaben,99,1918,Silent Generation,1,anzahl_renten,938.0,Anzahl,count,altersrenten_ab_65
2018,ahv_ausgaben,99,1919,Silent Generation,1,anzahl_renten,1034.0,Anzahl,count,altersrenten_ab_65
2019,ahv_ausgaben,99,1920,Silent Generation,1,anzahl_renten,1216.0,Anzahl,count,altersrenten_ab_65
2020,ahv_ausgaben,99,1921,Silent Generation,1,anzahl_renten,1324.0,Anzahl,count,altersrenten_ab_65
2021,ahv_ausgaben,99,1922,Silent Generation,1,anzahl_renten,1388.0,Anzahl,count,altersrenten_ab_65
2022,ahv_ausgaben,99,1923,Silent Generation,1,anzahl_renten,1404.0,Anzahl,count,altersrenten_ab_65
2023,ahv_ausgaben,99,1924,Silent Generation,1,anzahl_renten,1434.0,Anzahl,count,altersrenten_ab_65
2024,ahv_ausgaben,99,1925,Silent Generation,1,anzahl_renten,1483.0,Anzahl,count,altersrenten_ab_65
2012,ahv_ausgaben,100,1912,Silent Generation,1,anzahl_renten,1387.0,Anzahl,count,altersrenten_ab_65
2013,ahv_ausgaben,100,1913,Silent Generation,1,anzahl_renten,1465.0,Anzahl,count,altersrenten_ab_65
2014,ahv_ausgaben,100,1914,Silent Generation,1,anzahl_renten,1531.0,Anzahl,count,altersrenten_ab_65
2015,ahv_ausgaben,100,1915,Silent Generation,1,anzahl_renten,1516.0,Anzahl,count,altersrenten_ab_65
2016,ahv_ausgaben,100,1916,Silent Generation,1,anzahl_renten,1536.0,Anzahl,count,altersrenten_ab_65
2017,ahv_ausgaben,100,1917,Silent Generation,1,anzahl_renten,1505.0,Anzahl,count,altersrenten_ab_65
2018,ahv_ausgaben,100,1918,Silent Generation,1,anzahl_renten,1532.0,Anzahl,count,altersrenten_ab_65
2019,ahv_ausgaben,100,1919,Silent Generation,1,anzahl_renten,1578.0,Anzahl,count,altersrenten_ab_65
2020,ahv_ausgaben,100,1920,Silent Generation,1,anzahl_renten,1718.0,Anzahl,count,altersrenten_ab_65
2021,ahv_ausgaben,100,1921,Silent Generation,1,anzahl_renten,1845.0,Anzahl,count,altersrenten_ab_65
2022,ahv_ausgaben,100,1922,Silent Generation,1,anzahl_renten,1913.0,Anzahl,count,altersrenten_ab_65
2023,ahv_ausgaben,100,1923,Silent Generation,1,anzahl_renten,2041.0,Anzahl,count,altersrenten_ab_65
2024,ahv_ausgaben,100,1924,Silent Generation,1,anzahl_renten,2166.0,Anzahl,count,altersrenten_ab_65
2012,ahv_ausgaben,65,1947,Babyboomers,2,rentensumme_tausend_chf,155041.0,CHF,tausend_chf,altersrenten_ab_65
2013,ahv_ausgaben,65,1948,Babyboomers,2,rentensumme_tausend_chf,157616.0,CHF,tausend_chf,altersrenten_ab_65
2014,ahv_ausgaben,65,1949,Babyboomers,2,rentensumme_tausend_chf,154925.0,CHF,tausend_chf,altersrenten_ab_65
2015,ahv_ausgaben,65,1950,Babyboomers,2,rentensumme_tausend_chf,155630.0,CHF,tausend_chf,altersrenten_ab_65
2016,ahv_ausgaben,65,1951,Babyboomers,2,rentensumme_tausend_chf,151646.0,CHF,tausend_chf,altersrenten_ab_65
2017,ahv_ausgaben,65,1952,Babyboomers,2,rentensumme_tausend_chf,154123.0,CHF,tausend_chf,altersrenten_ab_65
2018,ahv_ausgaben,65,1953,Babyboomers,2,rentensumme_tausend_chf,153553.0,CHF,tausend_chf,altersrenten_ab_65
2019,ahv_ausgaben,65,1954,Babyboomers,2,rentensumme_tausend_chf,157745.0,CHF,tausend_chf,altersrenten_ab_65
2020,ahv_ausgaben,65,1955,Babyboomers,2,rentensumme_tausend_chf,160962.0,CHF,tausend_chf,altersrenten_ab_65
2021,ahv_ausgaben,65,1956,Babyboomers,2,rentensumme_tausend_chf,167311.0,CHF,tausend_chf,altersrenten_ab_65
2022,ahv_ausgaben,65,1957,Babyboomers,2,rentensumme_tausend_chf,169672.0,CHF,tausend_chf,altersrenten_ab_65
2023,ahv_ausgaben,65,1958,Babyboomers,2,rentensumme_tausend_chf,176564.0,CHF,tausend_chf,altersrenten_ab_65
2024,ahv_ausgaben,65,1959,Babyboomers,2,rentensumme_tausend_chf,182781.0,CHF,tausend_chf,altersrenten_ab_65
2012,ahv_ausgaben,66,1946,Babyboomers,2,rentensumme_tausend_chf,155249.0,CHF,tausend_chf,altersrenten_ab_65
2013,ahv_ausgaben,66,1947,Babyboomers,2,rentensumme_tausend_chf,155599.0,CHF,tausend_chf,altersrenten_ab_65
2014,ahv_ausgaben,66,1948,Babyboomers,2,rentensumme_tausend_chf,156815.0,CHF,tausend_chf,altersrenten_ab_65
2015,ahv_ausgaben,66,1949,Babyboomers,2,rentensumme_tausend_chf,154978.0,CHF,tausend_chf,altersrenten_ab_65
2016,ahv_ausgaben,66,1950,Babyboomers,2,rentensumme_tausend_chf,155089.0,CHF,tausend_chf,altersrenten_ab_65
2017,ahv_ausgaben,66,1951,Babyboomers,2,rentensumme_tausend_chf,150832.0,CHF,tausend_chf,altersrenten_ab_65
2018,ahv_ausgaben,66,1952,Babyboomers,2,rentensumme_tausend_chf,153401.0,CHF,tausend_chf,altersrenten_ab_65
2019,ahv_ausgaben,66,1953,Babyboomers,2,rentensumme_tausend_chf,154263.0,CHF,tausend_chf,altersrenten_ab_65
2020,ahv_ausgaben,66,1954,Babyboomers,2,rentensumme_tausend_chf,157561.0,CHF,tausend_chf,altersrenten_ab_65
2021,ahv_ausgaben,66,1955,Babyboomers,2,rentensumme_tausend_chf,162213.0,CHF,tausend_chf,altersrenten_ab_65
2022,ahv_ausgaben,66,1956,Babyboomers,2,rentensumme_tausend_chf,167162.0,CHF,tausend_chf,altersrenten_ab_65
2023,ahv_ausgaben,66,1957,Babyboomers,2,rentensumme_tausend_chf,174414.0,CHF,tausend_chf,altersrenten_ab_65
2024,ahv_ausgaben,66,1958,Babyboomers,2,rentensumme_tausend_chf,177168.0,CHF,tausend_chf,altersrenten_ab_65
2012,ahv_ausgaben,67,1945,Silent Generation,1,rentensumme_tausend_chf,148313.0,CHF,tausend_chf,altersrenten_ab_65
2013,ahv_ausgaben,67,1946,Babyboomers,2,rentensumme_tausend_chf,154831.0,CHF,tausend_chf,altersrenten_ab_65
2014,ahv_ausgaben,67,1947,Babyboomers,2,rentensumme_tausend_chf,153709.0,CHF,tausend_chf,altersrenten_ab_65
2015,ahv_ausgaben,67,1948,Babyboomers,2,rentensumme_tausend_chf,155754.0,CHF,tausend_chf,altersrenten_ab_65
2016,ahv_ausgaben,67,1949,Babyboomers,2,rentensumme_tausend_chf,153223.0,CHF,tausend_chf,altersrenten_ab_65
2017,ahv_ausgaben,67,1950,Babyboomers,2,rentensumme_tausend_chf,153219.0,CHF,tausend_chf,altersrenten_ab_65
2018,ahv_ausgaben,67,1951,Babyboomers,2,rentensumme_tausend_chf,148920.0,CHF,tausend_chf,altersrenten_ab_65
2019,ahv_ausgaben,67,1952,Babyboomers,2,rentensumme_tausend_chf,153090.0,CHF,tausend_chf,altersrenten_ab_65
2020,ahv_ausgaben,67,1953,Babyboomers,2,rentensumme_tausend_chf,152857.0,CHF,tausend_chf,altersrenten_ab_65
2021,ahv_ausgaben,67,1954,Babyboomers,2,rentensumme_tausend_chf,157322.0,CHF,tausend_chf,altersrenten_ab_65
2022,ahv_ausgaben,67,1955,Babyboomers,2,rentensumme_tausend_chf,160485.0,CHF,tausend_chf,altersrenten_ab_65
2023,ahv_ausgaben,67,1956,Babyboomers,2,rentensumme_tausend_chf,169929.0,CHF,tausend_chf,altersrenten_ab_65
2024,ahv_ausgaben,67,1957,Babyboomers,2,rentensumme_tausend_chf,173132.0,CHF,tausend_chf,altersrenten_ab_65
2012,ahv_ausgaben,68,1944,Silent Generation,1,rentensumme_tausend_chf,145223.0,CHF,tausend_chf,altersrenten_ab_65
2013,ahv_ausgaben,68,1945,Silent Generation,1,rentensumme_tausend_chf,147453.0,CHF,tausend_chf,altersrenten_ab_65
2014,ahv_ausgaben,68,1946,Babyboomers,2,rentensumme_tausend_chf,152715.0,CHF,tausend_chf,altersrenten_ab_65
2015,ahv_ausgaben,68,1947,Babyboomers,2,rentensumme_tausend_chf,152330.0,CHF,tausend_chf,altersrenten_ab_65
2016,ahv_ausgaben,68,1948,Babyboomers,2,rentensumme_tausend_chf,153801.0,CHF,tausend_chf,altersrenten_ab_65
2017,ahv_ausgaben,68,1949,Babyboomers,2,rentensumme_tausend_chf,151068.0,CHF,tausend_chf,altersrenten_ab_65
2018,ahv_ausgaben,68,1950,Babyboomers,2,rentensumme_tausend_chf,151041.0,CHF,tausend_chf,altersrenten_ab_65
2019,ahv_ausgaben,68,1951,Babyboomers,2,rentensumme_tausend_chf,148314.0,CHF,tausend_chf,altersrenten_ab_65
2020,ahv_ausgaben,68,1952,Babyboomers,2,rentensumme_tausend_chf,151237.0,CHF,tausend_chf,altersrenten_ab_65
2021,ahv_ausgaben,68,1953,Babyboomers,2,rentensumme_tausend_chf,152228.0,CHF,tausend_chf,altersrenten_ab_65
2022,ahv_ausgaben,68,1954,Babyboomers,2,rentensumme_tausend_chf,155537.0,CHF,tausend_chf,altersrenten_ab_65
2023,ahv_ausgaben,68,1955,Babyboomers,2,rentensumme_tausend_chf,162722.0,CHF,tausend_chf,altersrenten_ab_65
2024,ahv_ausgaben,68,1956,Babyboomers,2,rentensumme_tausend_chf,167969.0,CHF,tausend_chf,altersrenten_ab_65
2012,ahv_ausgaben,69,1943,Silent Generation,1,rentensumme_tausend_chf,138983.0,CHF,tausend_chf,altersrenten_ab_65
2013,ahv_ausgaben,69,1944,Silent Generation,1,rentensumme_tausend_chf,144630.0,CHF,tausend_chf,altersrenten_ab_65
2014,ahv_ausgaben,69,1945,Silent Generation,1,rentensumme_tausend_chf,145848.0,CHF,tausend_chf,altersrenten_ab_65
2015,ahv_ausgaben,69,1946,Babyboomers,2,rentensumme_tausend_chf,151452.0,CHF,tausend_chf,altersrenten_ab_65
2016,ahv_ausgaben,69,1947,Babyboomers,2,rentensumme_tausend_chf,150583.0,CHF,tausend_chf,altersrenten_ab_65
2017,ahv_ausgaben,69,1948,Babyboomers,2,rentensumme_tausend_chf,151703.0,CHF,tausend_chf,altersrenten_ab_65
2018,ahv_ausgaben,69,1949,Babyboomers,2,rentensumme_tausend_chf,149265.0,CHF,tausend_chf,altersrenten_ab_65
2019,ahv_ausgaben,69,1950,Babyboomers,2,rentensumme_tausend_chf,150683.0,CHF,tausend_chf,altersrenten_ab_65
2020,ahv_ausgaben,69,1951,Babyboomers,2,rentensumme_tausend_chf,146792.0,CHF,tausend_chf,altersrenten_ab_65
2021,ahv_ausgaben,69,1952,Babyboomers,2,rentensumme_tausend_chf,150848.0,CHF,tausend_chf,altersrenten_ab_65
2022,ahv_ausgaben,69,1953,Babyboomers,2,rentensumme_tausend_chf,150619.0,CHF,tausend_chf,altersrenten_ab_65
2023,ahv_ausgaben,69,1954,Babyboomers,2,rentensumme_tausend_chf,157785.0,CHF,tausend_chf,altersrenten_ab_65
2024,ahv_ausgaben,69,1955,Babyboomers,2,rentensumme_tausend_chf,161114.0,CHF,tausend_chf,altersrenten_ab_65
2012,ahv_ausgaben,70,1942,Silent Generation,1,rentensumme_tausend_chf,131637.0,CHF,tausend_chf,altersrenten_ab_65
2013,ahv_ausgaben,70,1943,Silent Generation,1,rentensumme_tausend_chf,138533.0,CHF,tausend_chf,altersrenten_ab_65
2014,ahv_ausgaben,70,1944,Silent Generation,1,rentensumme_tausend_chf,143033.0,CHF,tausend_chf,altersrenten_ab_65
2015,ahv_ausgaben,70,1945,Silent Generation,1,rentensumme_tausend_chf,144943.0,CHF,tausend_chf,altersrenten_ab_65
2016,ahv_ausgaben,70,1946,Babyboomers,2,rentensumme_tausend_chf,150029.0,CHF,tausend_chf,altersrenten_ab_65
2017,ahv_ausgaben,70,1947,Babyboomers,2,rentensumme_tausend_chf,148861.0,CHF,tausend_chf,altersrenten_ab_65
2018,ahv_ausgaben,70,1948,Babyboomers,2,rentensumme_tausend_chf,150087.0,CHF,tausend_chf,altersrenten_ab_65
2019,ahv_ausgaben,70,1949,Babyboomers,2,rentensumme_tausend_chf,149003.0,CHF,tausend_chf,altersrenten_ab_65
2020,ahv_ausgaben,70,1950,Babyboomers,2,rentensumme_tausend_chf,149196.0,CHF,tausend_chf,altersrenten_ab_65
2021,ahv_ausgaben,70,1951,Babyboomers,2,rentensumme_tausend_chf,146546.0,CHF,tausend_chf,altersrenten_ab_65
2022,ahv_ausgaben,70,1952,Babyboomers,2,rentensumme_tausend_chf,149596.0,CHF,tausend_chf,altersrenten_ab_65
2023,ahv_ausgaben,70,1953,Babyboomers,2,rentensumme_tausend_chf,153092.0,CHF,tausend_chf,altersrenten_ab_65
2024,ahv_ausgaben,70,1954,Babyboomers,2,rentensumme_tausend_chf,156710.0,CHF,tausend_chf,altersrenten_ab_65
2012,ahv_ausgaben,71,1941,Silent Generation,1,rentensumme_tausend_chf,122209.0,CHF,tausend_chf,altersrenten_ab_65
2013,ahv_ausgaben,71,1942,Silent Generation,1,rentensumme_tausend_chf,130795.0,CHF,tausend_chf,altersrenten_ab_65
2014,ahv_ausgaben,71,1943,Silent Generation,1,rentensumme_tausend_chf,136489.0,CHF,tausend_chf,altersrenten_ab_65
