year,variable_name,age,birth_year,project_age_group,project_age_order,metric,value,unit,scale,notes
2015,ahv_ausgaben,71,1944,Silent Generation,1,rentensumme_tausend_chf,141445.0,CHF,tausend_chf,altersrenten_ab_65
2016,ahv_ausgaben,71,1945,Silent Generation,1,rentensumme_tausend_chf,142858.0,CHF,tausend_chf,altersrenten_ab_65
2017,ahv_ausgaben,71,1946,Babyboomers,2,rentensumme_tausend_chf,147754.0,CHF,tausend_chf,altersrenten_ab_65
2018,ahv_ausgaben,71,1947,Babyboomers,2,rentensumme_tausend_chf,146627.0,CHF,tausend_chf,altersrenten_ab_65
2019,ahv_ausgaben,71,1948,Babyboomers,2,rentensumme_tausend_chf,149147.0,CHF,tausend_chf,altersrenten_ab_65
2020,ahv_ausgaben,71,1949,Babyboomers,2,rentensumme_tausend_chf,146791.0,CHF,tausend_chf,altersrenten_ab_65
2021,ahv_ausgaben,71,1950,Babyboomers,2,rentensumme_tausend_chf,148161.0,CHF,tausend_chf,altersrenten_ab_65
2022,ahv_ausgaben,71,1951,Babyboomers,2,rentensumme_tausend_chf,144546.0,CHF,tausend_chf,altersrenten_ab_65
2023,ahv_ausgaben,71,1952,Babyboomers,2,rentensumme_tausend_chf,151230.0,CHF,tausend_chf,altersrenten_ab_65
2024,ahv_ausgaben,71,1953,Babyboomers,2,rentensumme_tausend_chf,151006.0,CHF,tausend_chf,altersrenten_ab_65
2012,ahv_ausgaben,72,1940,Silent Generation,1,rentensumme_tausend_chf,111448.0,CHF,tausend_chf,altersrenten_ab_65
2013,ahv_ausgaben,72,1941,Silent Generation,1,rentensumme_tausend_chf,121423.0,CHF,tausend_chf,altersrenten_ab_65
2014,ahv_ausgaben,72,1942,Silent Generation,1,rentensumme_tausend_chf,128936.0,CHF,tausend_chf,altersrenten_ab_65
2015,ahv_ausgaben,72,1943,Silent Generation,1,rentensumme_tausend_chf,135058.0,CHF,tausend_chf,altersrenten_ab_65
2016,ahv_ausgaben,72,1944,Silent Generation,1,rentensumme_tausend_chf,139254.0,CHF,tausend_chf,altersrenten_ab_65
2017,ahv_ausgaben,72,1945,Silent Generation,1,rentensumme_tausend_chf,140612.0,CHF,tausend_chf,altersrenten_ab_65
2018,ahv_ausgaben,72,1946,Babyboomers,2,rentensumme_tausend_chf,145537.0,CHF,tausend_chf,altersrenten_ab_65
2019,ahv_ausgaben,72,1947,Babyboomers,2,rentensumme_tausend_chf,145616.0,CHF,tausend_chf,altersrenten_ab_65
2020,ahv_ausgaben,72,1948,Babyboomers,2,rentensumme_tausend_chf,146961.0,CHF,tausend_chf,altersrenten_ab_65
2021,ahv_ausgaben,72,1949,Babyboomers,2,rentensumme_tausend_chf,145770.0,CHF,tausend_chf,altersrenten_ab_65
2022,ahv_ausgaben,72,1950,Babyboomers,2,rentensumme_tausend_chf,145856.0,CHF,tausend_chf,altersrenten_ab_65
2023,ahv_ausgaben,72,1951,Babyboomers,2,rentensumme_tausend_chf,146100.0,CHF,tausend_chf,altersrenten_ab_65
2024,ahv_ausgaben,72,1952,Babyboomers,2,rentensumme_tausend_chf,149169.0,CHF,tausend_chf,altersrenten_ab_65
2012,ahv_ausgaben,73,1939,Silent Generation,1,rentensumme_tausend_chf,108358.0,CHF,tausend_chf,altersrenten_ab_65
2013,ahv_ausgaben,73,1940,Silent Generation,1,rentensumme_tausend_chf,110543.0,CHF,tausend_chf,altersrenten_ab_65
2014,ahv_ausgaben,73,1941,Silent Generation,1,rentensumme_tausend_chf,119554.0,CHF,tausend_chf,altersrenten_ab_65
2015,ahv_ausgaben,73,1942,Silent Generation,1,rentensumme_tausend_chf,127373.0,CHF,tausend_chf,altersrenten_ab_65
2016,ahv_ausgaben,73,1943,Silent Generation,1,rentensumme_tausend_chf,133061.0,CHF,tausend_chf,altersrenten_ab_65
2017,ahv_ausgaben,73,1944,Silent Generation,1,rentensumme_tausend_chf,137072.0,CHF,tausend_chf,altersrenten_ab_65
2018,ahv_ausgaben,73,1945,Silent Generation,1,rentensumme_tausend_chf,138362.0,CHF,tausend_chf,altersrenten_ab_65
2019,ahv_ausgaben,73,1946,Babyboomers,2,rentensumme_tausend_chf,144289.0,CHF,tausend_chf,altersrenten_ab_65
2020,ahv_ausgaben,73,1947,Babyboomers,2,rentensumme_tausend_chf,143466.0,CHF,tausend_chf,altersrenten_ab_65
2021,ahv_ausgaben,73,1948,Babyboomers,2,rentensumme_tausend_chf,145733.0,CHF,tausend_chf,altersrenten_ab_65
2022,ahv_ausgaben,73,1949,Babyboomers,2,rentensumme_tausend_chf,143513.0,CHF,tausend_chf,altersrenten_ab_65
2023,ahv_ausgaben,73,1950,Babyboomers,2,rentensumme_tausend_chf,147196.0,CHF,tausend_chf,altersrenten_ab_65
2024,ahv_ausgaben,73,1951,Babyboomers,2,rentensumme_tausend_chf,143897.0,CHF,tausend_chf,altersrenten_ab_65
2012,ahv_ausgaben,74,1938,Silent Generation,1,rentensumme_tausend_chf,103965.0,CHF,tausend_chf,altersrenten_ab_65
2013,ahv_ausgaben,74,1939,Silent Generation,1,rentensumme_tausend_chf,107467.0,CHF,tausend_chf,altersrenten_ab_65
2014,ahv_ausgaben,74,1940,Silent Generation,1,rentensumme_tausend_chf,108855.0,CHF,tausend_chf,altersrenten_ab_65
2015,ahv_ausgaben,74,1941,Silent Generation,1,rentensumme_tausend_chf,117949.0,CHF,tausend_chf,altersrenten_ab_65
2016,ahv_ausgaben,74,1942,Silent Generation,1,rentensumme_tausend_chf,125288.0,CHF,tausend_chf,altersrenten_ab_65
2017,ahv_ausgaben,74,1943,Silent Generation,1,rentensumme_tausend_chf,130796.0,CHF,tausend_chf,altersrenten_ab_65
2018,ahv_ausgaben,74,1944,Silent Generation,1,rentensumme_tausend_chf,134859.0,CHF,tausend_chf,altersrenten_ab_65
2019,ahv_ausgaben,74,1945,Silent Generation,1,rentensumme_tausend_chf,137248.0,CHF,tausend_chf,altersrenten_ab_65
2020,ahv_ausgaben,74,1946,Babyboomers,2,rentensumme_tausend_chf,141794.0,CHF,tausend_chf,altersrenten_ab_65
2021,ahv_ausgaben,74,1947,Babyboomers,2,rentensumme_tausend_chf,142137.0,CHF,tausend_chf,altersrenten_ab_65
2022,ahv_ausgaben,74,1948,Babyboomers,2,rentensumme_tausend_chf,143338.0,CHF,tausend_chf,altersrenten_ab_65
2023,ahv_ausgaben,74,1949,Babyboomers,2,rentensumme_tausend_chf,144653.0,CHF,tausend_chf,altersrenten_ab_65
2024,ahv_ausgaben,74,1950,Babyboomers,2,rentensumme_tausend_chf,144893.0,CHF,tausend_chf,altersrenten_ab_65
2012,ahv_ausgaben,75,1937,Silent Generation,1,rentensumme_tausend_chf,98924.0,CHF,tausend_chf,altersrenten_ab_65
2013,ahv_ausgaben,75,1938,Silent Generation,1,rentensumme_tausend_chf,102930.0,CHF,tausend_chf,altersrenten_ab_65
2014,ahv_ausgaben,75,1939,Silent Generation,1,rentensumme_tausend_chf,105563.0,CHF,tausend_chf,altersrenten_ab_65
2015,ahv_ausgaben,75,1940,Silent Generation,1,rentensumme_tausend_chf,107346.0,CHF,tausend_chf,altersrenten_ab_65
2016,ahv_ausgaben,75,1941,Silent Generation,1,rentensumme_tausend_chf,115871.0,CHF,tausend_chf,altersrenten_ab_65
2017,ahv_ausgaben,75,1942,Silent Generation,1,rentensumme_tausend_chf,122969.0,CHF,tausend_chf,altersrenten_ab_65
2018,ahv_ausgaben,75,1943,Silent Generation,1,rentensumme_tausend_chf,128341.0,CHF,tausend_chf,altersrenten_ab_65
2019,ahv_ausgaben,75,1944,Silent Generation,1,rentensumme_tausend_chf,133627.0,CHF,tausend_chf,altersrenten_ab_65
2020,ahv_ausgaben,75,1945,Silent Generation,1,rentensumme_tausend_chf,134858.0,CHF,tausend_chf,altersrenten_ab_65
2021,ahv_ausgaben,75,1946,Babyboomers,2,rentensumme_tausend_chf,140445.0,CHF,tausend_chf,altersrenten_ab_65
2022,ahv_ausgaben,75,1947,Babyboomers,2,rentensumme_tausend_chf,139513.0,CHF,tausend_chf,altersrenten_ab_65
2023,ahv_ausgaben,75,1948,Babyboomers,2,rentensumme_tausend_chf,144439.0,CHF,tausend_chf,altersrenten_ab_65
2024,ahv_ausgaben,75,1949,Babyboomers,2,rentensumme_tausend_chf,142137.0,CHF,tausend_chf,altersrenten_ab_65
2012,ahv_ausgaben,76,1936,Silent Generation,1,rentensumme_tausend_chf,98493.0,CHF,tausend_chf,altersrenten_ab_65
2013,ahv_ausgaben,76,1937,Silent Generation,1,rentensumme_tausend_chf,97955.0,CHF,tausend_chf,altersrenten_ab_65
2014,ahv_ausgaben,76,1938,Silent Generation,1,rentensumme_tausend_chf,101013.0,CHF,tausend_chf,altersrenten_ab_65
2015,ahv_ausgaben,76,1939,Silent Generation,1,rentensumme_tausend_chf,103882.0,CHF,tausend_chf,altersrenten_ab_65
2016,ahv_ausgaben,76,1940,Silent Generation,1,rentensumme_tausend_chf,105183.0,CHF,tausend_chf,altersrenten_ab_65
2017,ahv_ausgaben,76,1941,Silent Generation,1,rentensumme_tausend_chf,113708.0,CHF,tausend_chf,altersrenten_ab_65
2018,ahv_ausgaben,76,1942,Silent Generation,1,rentensumme_tausend_chf,120727.0,CHF,tausend_chf,altersrenten_ab_65
2019,ahv_ausgaben,76,1943,Silent Generation,1,rentensumme_tausend_chf,126987.0,CHF,tausend_chf,altersrenten_ab_65
2020,ahv_ausgaben,76,1944,Silent Generation,1,rentensumme_tausend_chf,130927.0,CHF,tausend_chf,altersrenten_ab_65
2021,ahv_ausgaben,76,1945,Silent Generation,1,rentensumme_tausend_chf,133173.0,CHF,tausend_chf,altersrenten_ab_65
2022,ahv_ausgaben,76,1946,Babyboomers,2,rentensumme_tausend_chf,137729.0,CHF,tausend_chf,altersrenten_ab_65
2023,ahv_ausgaben,76,1947,Babyboomers,2,rentensumme_tausend_chf,140220.0,CHF,tausend_chf,altersrenten_ab_65
2024,ahv_ausgaben,76,1948,Babyboomers,2,rentensumme_tausend_chf,141751.0,CHF,tausend_chf,altersrenten_ab_65
2012,ahv_ausgaben,77,1935,Silent Generation,1,rentensumme_tausend_chf,96346.0,CHF,tausend_chf,altersrenten_ab_65
2013,ahv_ausgaben,77,1936,Silent Generation,1,rentensumme_tausend_chf,97119.0,CHF,tausend_chf,altersrenten_ab_65
2014,ahv_ausgaben,77,1937,Silent Generation,1,rentensumme_tausend_chf,95836.0,CHF,tausend_chf,altersrenten_ab_65
2015,ahv_ausgaben,77,1938,Silent Generation,1,rentensumme_tausend_chf,99063.0,CHF,tausend_chf,altersrenten_ab_65
2016,ahv_ausgaben,77,1939,Silent Generation,1,rentensumme_tausend_chf,101742.0,CHF,tausend_chf,altersrenten_ab_65
2017,ahv_ausgaben,77,1940,Silent Generation,1,rentensumme_tausend_chf,102870.0,CHF,tausend_chf,altersrenten_ab_65
2018,ahv_ausgaben,77,1941,Silent Generation,1,rentensumme_tausend_chf,111369.0,CHF,tausend_chf,altersrenten_ab_65
2019,ahv_ausgaben,77,1942,Silent Generation,1,rentensumme_tausend_chf,119271.0,CHF,tausend_chf,altersrenten_ab_65
2020,ahv_ausgaben,77,1943,Silent Generation,1,rentensumme_tausend_chf,124431.0,CHF,tausend_chf,altersrenten_ab_65
2021,ahv_ausgaben,77,1944,Silent Generation,1,rentensumme_tausend_chf,129138.0,CHF,tausend_chf,altersrenten_ab_65
2022,ahv_ausgaben,77,1945,Silent Generation,1,rentensumme_tausend_chf,130361.0,CHF,tausend_chf,altersrenten_ab_65
2023,ahv_ausgaben,77,1946,Babyboomers,2,rentensumme_tausend_chf,138210.0,CHF,tausend_chf,altersrenten_ab_65
2024,ahv_ausgaben,77,1947,Babyboomers,2,rentensumme_tausend_chf,137342.0,CHF,tausend_chf,altersrenten_ab_65
2012,ahv_ausgaben,78,1934,Silent Generation,1,rentensumme_tausend_chf,92356.0,CHF,tausend_chf,altersrenten_ab_65
2013,ahv_ausgaben,78,1935,Silent Generation,1,rentensumme_tausend_chf,94691.0,CHF,tausend_chf,altersrenten_ab_65
2014,ahv_ausgaben,78,1936,Silent Generation,1,rentensumme_tausend_chf,94835.0,CHF,tausend_chf,altersrenten_ab_65
2015,ahv_ausgaben,78,1937,Silent Generation,1,rentensumme_tausend_chf,93877.0,CHF,tausend_chf,altersrenten_ab_65
2016,ahv_ausgaben,78,1938,Silent Generation,1,rentensumme_tausend_chf,96912.0,CHF,tausend_chf,altersrenten_ab_65
2017,ahv_ausgaben,78,1939,Silent Generation,1,rentensumme_tausend_chf,99295.0,CHF,tausend_chf,altersrenten_ab_65
2018,ahv_ausgaben,78,1940,Silent Generation,1,rentensumme_tausend_chf,100303.0,CHF,tausend_chf,altersrenten_ab_65
2019,ahv_ausgaben,78,1941,Silent Generation,1,rentensumme_tausend_chf,109761.0,CHF,tausend_chf,altersrenten_ab_65
2020,ahv_ausgaben,78,1942,Silent Generation,1,rentensumme_tausend_chf,116445.0,CHF,tausend_chf,altersrenten_ab_65
2021,ahv_ausgaben,78,1943,Silent Generation,1,rentensumme_tausend_chf,122303.0,CHF,tausend_chf,altersrenten_ab_65
2022,ahv_ausgaben,78,1944,Silent Generation,1,rentensumme_tausend_chf,126128.0,CHF,tausend_chf,altersrenten_ab_65
2023,ahv_ausgaben,78,1945,Silent Generation,1,rentensumme_tausend_chf,130411.0,CHF,tausend_chf,altersrenten_ab_65
2024,ahv_ausgaben,78,1946,Babyboomers,2,rentensumme_tausend_chf,135170.0,CHF,tausend_chf,altersrenten_ab_65
2012,ahv_ausgaben,79,1933,Silent Generation,1,rentensumme_tausend_chf,87707.0,CHF,tausend_chf,altersrenten_ab_65
2013,ahv_ausgaben,79,1934,Silent Generation,1,rentensumme_tausend_chf,90586.0,CHF,tausend_chf,altersrenten_ab_65
2014,ahv_ausgaben,79,1935,Silent Generation,1,rentensumme_tausend_chf,92262.0,CHF,tausend_chf,altersrenten_ab_65
2015,ahv_ausgaben,79,1936,Silent Generation,1,rentensumme_tausend_chf,92503.0,CHF,tausend_chf,altersrenten_ab_65
2016,ahv_ausgaben,79,1937,Silent Generation,1,rentensumme_tausend_chf,91467.0,CHF,tausend_chf,altersrenten_ab_65
2017,ahv_ausgaben,79,1938,Silent Generation,1,rentensumme_tausend_chf,94267.0,CHF,tausend_chf,altersrenten_ab_65
2018,ahv_ausgaben,79,1939,Silent Generation,1,rentensumme_tausend_chf,96650.0,CHF,tausend_chf,altersrenten_ab_65
2019,ahv_ausgaben,79,1940,Silent Generation,1,rentensumme_tausend_chf,98557.0,CHF,tausend_chf,altersrenten_ab_65
2020,ahv_ausgaben,79,1941,Silent Generation,1,rentensumme_tausend_chf,106949.0,CHF,tausend_chf,altersrenten_ab_65
2021,ahv_ausgaben,79,1942,Silent Generation,1,rentensumme_tausend_chf,114232.0,CHF,tausend_chf,altersrenten_ab_65
2022,ahv_ausgaben,79,1943,Silent Generation,1,rentensumme_tausend_chf,119047.0,CHF,tausend_chf,altersrenten_ab_65
2023,ahv_ausgaben,79,1944,Silent Generation,1,rentensumme_tausend_chf,125847.0,CHF,tausend_chf,altersrenten_ab_65
2024,ahv_ausgaben,79,1945,Silent Generation,1,rentensumme_tausend_chf,127227.0,CHF,tausend_chf,altersrenten_ab_65
2012,ahv_ausgaben,80,1932,Silent Generation,1,rentensumme_tausend_chf,85369.0,CHF,tausend_chf,altersrenten_ab_65
2013,ahv_ausgaben,80,1933,Silent Generation,1,rentensumme_tausend_chf,85651.0,CHF,tausend_chf,altersrenten_ab_65
2014,ahv_ausgaben,80,1934,Silent Generation,1,rentensumme_tausend_chf,87766.0,CHF,tausend_chf,altersrenten_ab_65
2015,ahv_ausgaben,80,1935,Silent Generation,1,rentensumme_tausend_chf,89758.0,CHF,tausend_chf,altersrenten_ab_65
2016,ahv_ausgaben,80,1936,Silent Generation,1,rentensumme_tausend_chf,89629.0,CHF,tausend_chf,altersrenten_ab_65
2017,ahv_ausgaben,80,1937,Silent Generation,1,rentensumme_tausend_chf,88736.0,CHF,tausend_chf,altersrenten_ab_65
2018,ahv_ausgaben,80,1938,Silent Generation,1,rentensumme_tausend_chf,91479.0,CHF,tausend_chf,altersrenten_ab_65
2019,ahv_ausgaben,80,1939,Silent Generation,1,rentensumme_tausend_chf,94720.0,CHF,tausend_chf,altersrenten_ab_65
2020,ahv_ausgaben,80,1940,Silent Generation,1,rentensumme_tausend_chf,95580.0,CHF,tausend_chf,altersrenten_ab_65
2021,ahv_ausgaben,80,1941,Silent Generation,1,rentensumme_tausend_chf,104618.0,CHF,tausend_chf,altersrenten_ab_65
2022,ahv_ausgaben,80,1942,Silent Generation,1,rentensumme_tausend_chf,110679.0,CHF,tausend_chf,altersrenten_ab_65
2023,ahv_ausgaben,80,1943,Silent Generation,1,rentensumme_tausend_chf,118631.0,CHF,tausend_chf,altersrenten_ab_65
2024,ahv_ausgaben,80,1944,Silent Generation,1,rentensumme_tausend_chf,122170.0,CHF,tausend_chf,altersrenten_ab_65
2012,ahv_ausgaben,81,1931,Silent Generation,1,rentensumme_tausend_chf,80077.0,CHF,tausend_chf,altersrenten_ab_65
2013,ahv_ausgaben,81,1932,Silent Generation,1,rentensumme_tausend_chf,82986.0,CHF,tausend_chf,altersrenten_ab_65
2014,ahv_ausgaben,81,1933,Silent Generation,1,rentensumme_tausend_chf,82578.0,CHF,tausend_chf,altersrenten_ab_65
2015,ahv_ausgaben,81,1934,Silent Generation,1,rentensumme_tausend_chf,84811.0,CHF,tausend_chf,altersrenten_ab_65
2016,ahv_ausgaben,81,1935,Silent Generation,1,rentensumme_tausend_chf,86535.0,CHF,tausend_chf,altersrenten_ab_65
2017,ahv_ausgaben,81,1936,Silent Generation,1,rentensumme_tausend_chf,86491.0,CHF,tausend_chf,altersrenten_ab_65
2018,ahv_ausgaben,81,1937,Silent Generation,1,rentensumme_tausend_chf,85689.0,CHF,tausend_chf,altersrenten_ab_65
2019,ahv_ausgaben,81,1938,Silent Generation,1,rentensumme_tausend_chf,89143.0,CHF,tausend_chf,altersrenten_ab_65
2020,ahv_ausgaben,81,1939,Silent Generation,1,rentensumme_tausend_chf,91491.0,CHF,tausend_chf,altersrenten_ab_65
2021,ahv_ausgaben,81,1940,Silent Generation,1,rentensumme_tausend_chf,92954.0,CHF,tausend_chf,altersrenten_ab_65
2022,ahv_ausgaben,81,1941,Silent Generation,1,rentensumme_tausend_chf,101064.0,CHF,tausend_chf,altersrenten_ab_65
2023,ahv_ausgaben,81,1942,Silent Generation,1,rentensumme_tausend_chf,109660.0,CHF,tausend_chf,altersrenten_ab_65
2024,ahv_ausgaben,81,1943,Silent Generation,1,rentensumme_tausend_chf,114891.0,CHF,tausend_chf,altersrenten_ab_65
2012,ahv_ausgaben,82,1930,Silent Generation,1,rentensumme_tausend_chf,76702.0,CHF,tausend_chf,altersrenten_ab_65
2013,ahv_ausgaben,82,1931,Silent Generation,1,rentensumme_tausend_chf,77288.0,CHF,tausend_chf,altersrenten_ab_65
2014,ahv_ausgaben,82,1932,Silent Generation,1,rentensumme_tausend_chf,79560.0,CHF,tausend_chf,altersrenten_ab_65
2015,ahv_ausgaben,82,1933,Silent Generation,1,rentensumme_tausend_chf,79445.0,CHF,tausend_chf,altersrenten_ab_65
2016,ahv_ausgaben,82,1934,Silent Generation,1,rentensumme_tausend_chf,81439.0,CHF,tausend_chf,altersrenten_ab_65
2017,ahv_ausgaben,82,1935,Silent Generation,1,rentensumme_tausend_chf,83178.0,CHF,tausend_chf,altersrenten_ab_65
2018,ahv_ausgaben,82,1936,Silent Generation,1,rentensumme_tausend_chf,83011.0,CHF,tausend_chf,altersrenten_ab_65
2019,ahv_ausgaben,82,1937,Silent Generation,1,rentensumme_tausend_chf,83111.0,CHF,tausend_chf,altersrenten_ab_65
2020,ahv_ausgaben,82,1938,Silent Generation,1,rentensumme_tausend_chf,85681.0,CHF,tausend_chf,altersrenten_ab_65
2021,ahv_ausgaben,82,1939,Silent Generation,1,rentensumme_tausend_chf,88630.0,CHF,tausend_chf,altersrenten_ab_65
2022,ahv_ausgaben,82,1940,Silent Generation,1,rentensumme_tausend_chf,89311.0,CHF,tausend_chf,altersrenten_ab_65
2023,ahv_ausgaben,82,1941,Silent Generation,1,rentensumme_tausend_chf,99353.0,CHF,tausend_chf,altersrenten_ab_65
2024,ahv_ausgaben,82,1942,Silent Generation,1,rentensumme_tausend_chf,105738.0,CHF,tausend_chf,altersrenten_ab_65
2012,ahv_ausgaben,83,1929,Silent Generation,1,rentensumme_tausend_chf,70311.0,CHF,tausend_chf,altersrenten_ab_65
2013,ahv_ausgaben,83,1930,Silent Generation,1,rentensumme_tausend_chf,73534.0,CHF,tausend_chf,altersrenten_ab_65
2014,ahv_ausgaben,83,1931,Silent Generation,1,rentensumme_tausend_chf,73634.0,CHF,tausend_chf,altersrenten_ab_65
2015,ahv_ausgaben,83,1932,Silent Generation,1,rentensumme_tausend_chf,75955.0,CHF,tausend_chf,altersrenten_ab_65
2016,ahv_ausgaben,83,1933,Silent Generation,1,rentensumme_tausend_chf,75744.0,CHF,tausend_chf,altersrenten_ab_65
2017,ahv_ausgaben,83,1934,Silent Generation,1,rentensumme_tausend_chf,77600.0,CHF,tausend_chf,altersrenten_ab_65
2018,ahv_ausgaben,83,1935,Silent Generation,1,rentensumme_tausend_chf,79432.0,CHF,tausend_chf,altersrenten_ab_65
2019,ahv_ausgaben,83,1936,Silent Generation,1,rentensumme_tausend_chf,79887.0,CHF,tausend_chf,altersrenten_ab_65
2020,ahv_ausgaben,83,1937,Silent Generation,1,rentensumme_tausend_chf,79484.0,CHF,tausend_chf,altersrenten_ab_65
2021,ahv_ausgaben,83,1938,Silent Generation,1,rentensumme_tausend_chf,82460.0,CHF,tausend_chf,altersrenten_ab_65
2022,ahv_ausgaben,83,1939,Silent Generation,1,rentensumme_tausend_chf,84606.0,CHF,tausend_chf,altersrenten_ab_65
2023,ahv_ausgaben,83,1940,Silent Generation,1,rentensumme_tausend_chf,87684.0,CHF,tausend_chf,altersrenten_ab_65
2024,ahv_ausgaben,83,1941,Silent Generation,1,rentensumme_tausend_chf,95325.0,CHF,tausend_chf,altersrenten_ab_65
2012,ahv_ausgaben,84,1928,Silent Generation,1,rentensumme_tausend_chf,65309.0,CHF,tausend_chf,altersrenten_ab_65
2013,ahv_ausgaben,84,1929,Silent Generation,1,rentensumme_tausend_chf,66803.0,CHF,tausend_chf,altersrenten_ab_65
2014,ahv_ausgaben,84,1930,Silent Generation,1,rentensumme_tausend_chf,69671.0,CHF,tausend_chf,altersrenten_ab_65
2015,ahv_ausgaben,84,1931,Silent Generation,1,rentensumme_tausend_chf,69798.0,CHF,tausend_chf,altersrenten_ab_65
2016,ahv_ausgaben,84,1932,Silent Generation,1,rentensumme_tausend_chf,72032.0,CHF,tausend_chf,altersrenten_ab_65
2017,ahv_ausgaben,84,1933,Silent Generation,1,rentensumme_tausend_chf,71704.0,CHF,tausend_chf,altersrenten_ab_65
2018,ahv_ausgaben,84,1934,Silent Generation,1,rentensumme_tausend_chf,73522.0,CHF,tausend_chf,altersrenten_ab_65
2019,ahv_ausgaben,84,1935,Silent Generation,1,rentensumme_tausend_chf,75930.0,CHF,tausend_chf,altersrenten_ab_65
2020,ahv_ausgaben,84,1936,Silent Generation,1,rentensumme_tausend_chf,75541.0,CHF,tausend_chf,altersrenten_ab_65
2021,ahv_ausgaben,84,1937,Silent Generation,1,rentensumme_tausend_chf,75931.0,CHF,tausend_chf,altersrenten_ab_65
2022,ahv_ausgaben,84,1938,Silent Generation,1,rentensumme_tausend_chf,78152.0,CHF,tausend_chf,altersrenten_ab_65
2023,ahv_ausgaben,84,1939,Silent Generation,1,rentensumme_tausend_chf,82361.0,CHF,tausend_chf,altersrenten_ab_65
2024,ahv_ausgaben,84,1940,Silent Generation,1,rentensumme_tausend_chf,83582.0,CHF,tausend_chf,altersrenten_ab_65
2012,ahv_ausgaben,85,1927,Silent Generation,1,rentensumme_tausend_chf,58900.0,CHF,tausend_chf,altersrenten_ab_65
2013,ahv_ausgaben,85,1928,Silent Generation,1,rentensumme_tausend_chf,61555.0,CHF,tausend_chf,altersrenten_ab_65
2014,ahv_ausgaben,85,1929,Silent Generation,1,rentensumme_tausend_chf,62524.0,CHF,tausend_chf,altersrenten_ab_65
2015,ahv_ausgaben,85,1930,Silent Generation,1,rentensumme_tausend_chf,65540.0,CHF,tausend_chf,altersrenten_ab_65
2016,ahv_ausgaben,85,1931,Silent Generation,1,rentensumme_tausend_chf,65471.0,CHF,tausend_chf,altersrenten_ab_65
2017,ahv_ausgaben,85,1932,Silent Generation,1,rentensumme_tausend_chf,67583.0,CHF,tausend_chf,altersrenten_ab_65
2018,ahv_ausgaben,85,1933,Silent Generation,1,rentensumme_tausend_chf,67336.0,CHF,tausend_chf,altersrenten_ab_65
2019,ahv_ausgaben,85,1934,Silent Generation,1,rentensumme_tausend_chf,69801.0,CHF,tausend_chf,altersrenten_ab_65
2020,ahv_ausgaben,85,1935,Silent Generation,1,rentensumme_tausend_chf,71158.0,CHF,tausend_chf,altersrenten_ab_65
2021,ahv_ausgaben,85,1936,Silent Generation,1,rentensumme_tausend_chf,71437.0,CHF,tausend_chf,altersrenten_ab_65
2022,ahv_ausgaben,85,1937,Silent Generation,1,rentensumme_tausend_chf,71356.0,CHF,tausend_chf,altersrenten_ab_65
2023,ahv_ausgaben,85,1938,Silent Generation,1,rentensumme_tausend_chf,75394.0,CHF,tausend_chf,altersrenten_ab_65
2024,ahv_ausgaben,85,1939,Silent Generation,1,rentensumme_tausend_chf,77856.0,CHF,tausend_chf,altersrenten_ab_65
2012,ahv_ausgaben,86,1926,Silent Generation,1,rentensumme_tausend_chf,54343.0,CHF,tausend_chf,altersrenten_ab_65
2013,ahv_ausgaben,86,1927,Silent Generation,1,rentensumme_tausend_chf,54690.0,CHF,tausend_chf,altersrenten_ab_65
2014,ahv_ausgaben,86,1928,Silent Generation,1,rentensumme_tausend_chf,57157.0,CHF,tausend_chf,altersrenten_ab_65
2015,ahv_ausgaben,86,1929,Silent Generation,1,rentensumme_tausend_chf,57973.0,CHF,tausend_chf,altersrenten_ab_65
2016,ahv_ausgaben,86,1930,Silent Generation,1,rentensumme_tausend_chf,60896.0,CHF,tausend_chf,altersrenten_ab_65
2017,ahv_ausgaben,86,1931,Silent Generation,1,rentensumme_tausend_chf,60887.0,CHF,tausend_chf,altersrenten_ab_65
2018,ahv_ausgaben,86,1932,Silent Generation,1,rentensumme_tausend_chf,62856.0,CHF,tausend_chf,altersrenten_ab_65
2019,ahv_ausgaben,86,1933,Silent Generation,1,rentensumme_tausend_chf,63312.0,CHF,tausend_chf,altersrenten_ab_65
2020,ahv_ausgaben,86,1934,Silent Generation,1,rentensumme_tausend_chf,64754.0,CHF,tausend_chf,altersrenten_ab_65
2021,ahv_ausgaben,86,1935,Silent Generation,1,rentensumme_tausend_chf,66519.0,CHF,tausend_chf,altersrenten_ab_65
2022,ahv_ausgaben,86,1936,Silent Generation,1,rentensumme_tausend_chf,66298.0,CHF,tausend_chf,altersrenten_ab_65
2023,ahv_ausgaben,86,1937,Silent Generation,1,rentensumme_tausend_chf,68294.0,CHF,tausend_chf,altersrenten_ab_65
2024,ahv_ausgaben,86,1938,Silent Generation,1,rentensumme_tausend_chf,70411.0,CHF,tausend_chf,altersrenten_ab_65
2012,ahv_ausgaben,87,1925,Silent Generation,1,rentensumme_tausend_chf,49099.0,CHF,tausend_chf,altersrenten_ab_65
2013,ahv_ausgaben,87,1926,Silent Generation,1,rentensumme_tausend_chf,50025.0,CHF,tausend_chf,altersrenten_ab_65
2014,ahv_ausgaben,87,1927,Silent Generation,1,rentensumme_tausend_chf,49983.0,CHF,tausend_chf,altersrenten_ab_65
